ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘
2026072604020201,1,07252135,11,        144,   4.4,  19.2,  38.4,   6.7,   4.6,   4.4,   4.8,  23.0,  57.6,  19.2,  28.8
2026072604020201,1,07252141,11,        288,   7.4,  32.9,   6.4,   5.0,   6.4,   6.9,   5.9,  23.0,  32.9,  13.5,   8.8
2026072604020201,1,07252146,11,        568,  11.6,  50.4,  12.2,   4.0,   7.1,   6.2,   3.6,  16.8,  32.4,  11.9,  14.6
2026072604020201,1,07252151,11,        970,  14.6,  35.2,  20.4,   5.1,  10.2,   9.7,   1.8,  20.9,  43.1,  15.2,  22.8
2026072604020201,1,07252156,11,       1263,  13.6,  42.1,  21.4,   5.2,  11.4,  11.1,   2.2,   6.1,  50.5,  13.8,  25.2
2026072604020201,1,07252202,11,       1727,  17.2,  46.0,  28.1,   5.5,  11.3,  10.7,   1.9,   7.8,  47.6,  14.8,  26.5
2026072604020201,1,07252207,11,       1910,  15.7,  49.2,  29.3,   5.0,  10.8,  10.3,   2.0,   7.9,  40.2,  14.6,  21.2
2026072604020201,1,07252212,11,       2027,  12.1,  42.6,  30.5,   5.2,  10.7,  10.0,   2.1,   7.6,  40.5,  14.8,  20.2
2026072604020201,1,07252217,11,       2274,   9.6,  43.3,  31.3,   5.2,  10.8,  10.3,   2.1,   8.5,  34.9,  14.6,  21.6
2026072604020201,1,07252223,11,       2465,  10.3,  42.8,  34.0,   5.1,  11.1,  10.7,   2.3,   8.3,  18.9,  15.6,  18.4
2026072604020201,1,07252228,11,       2894,  11.4,  45.3,  37.3,   5.0,   9.5,  11.9,   2.2,   8.8,  21.0,  17.4,  15.3
2026072604020201,1,07252233,11,       3091,  11.7,  46.6,  39.8,   4.4,   9.6,  12.5,   2.3,   9.2,  21.1,  17.9,  14.8
2026072604020201,1,07252238,11,       3260,  11.5,  49.2,  41.3,   4.3,  10.1,  12.9,   2.3,   9.1,  22.1,  18.3,  13.5
