ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘,13î‘
2026070410020308,1,07031843,13,          6,   4.8,   0.0,   0.0,   4.8,   0.0,   0.0,   0.0,   0.0,   0.0,   2.4,   0.0,   0.0,   2.4
2026070410020308,1,07031852,13,        111,  88.8,  14.8,  88.8,   1.1,   0.0,  22.2,  88.8,  29.6,   0.0,  22.2,  22.2,   0.0,   9.8
2026070410020308,1,07031900,13,        145,  58.0,   9.6,  38.6,   1.2,  58.0,  29.0,  58.0,  29.0, 116.0,  29.0,  29.0, 116.0,  11.6
2026070410020308,1,07031908,13,        167,  66.8,   6.6,  44.5,   1.3,  26.7,  26.7,  44.5,  26.7,  66.8,  19.0,  26.7,  33.4,  13.3
2026070410020308,1,07031916,13,        205,  82.0,   4.5,  41.0,   1.7,  27.3,  27.3,  54.6,  10.2,  54.6,  23.4,  13.6,  41.0,  16.4
2026070410020308,1,07031925,13,        250,  66.6,   4.6,  33.3,   2.0,  33.3,  33.3,  50.0,   5.8,  14.2,  28.5,  16.6,  40.0,  18.1
2026070410020308,1,07031933,13,        282,  75.2,   5.1,  32.2,   2.0,  37.6,  37.6,  10.2,   6.6,  16.1,  32.2,  18.8,  45.1,  18.8
2026070410020308,1,07031941,13,        362,  72.4,   3.0,  41.3,   2.6,  48.2,  48.2,  12.5,   4.8,  19.3,  41.3,  24.1,  57.9,  24.1
2026070410020308,1,07031949,13,        589,  67.3,   4.4,  39.2,   1.5,  78.5,  67.3,  20.4,   7.4,  31.4,  58.9,  39.2,  94.2,  39.2
2026070410020308,1,07031958,13,        665,  59.1,   4.6,  40.9,   1.7,  76.0,  40.9,  16.1,   5.9,  33.2,  48.3,  21.2,  88.6,  35.4
2026070410020308,1,07032006,13,        695,  61.7,   4.4,  42.7,   1.7,  61.7,  42.7,  16.3,   5.3,  34.7,  42.7,  21.3,  92.6,  37.0
2026070410020308,1,07032014,13,       1055,  84.4,   6.0,  33.7,   1.3,  93.7,  64.9,  24.8,   7.0,  52.7,  52.7,  25.5, 120.5,  44.4
2026070410020308,1,07032022,13,       1144,  26.9,   6.3,  31.5,   1.4,  91.5,  26.9,  26.9,   6.8,  48.1,  53.8,  27.7, 114.4,  30.5
2026070410020308,1,07032031,13,       1192,  28.0,   6.3,  31.7,   1.5,  79.4,  28.0,  27.2,   6.1,  39.7,  52.9,  28.0,  95.3,  25.7
2026070410020308,1,07032039,13,       1249,  25.6,   5.8,  32.2,   1.5,  49.9,  27.7,  27.0,   6.3,  37.0,  49.9,  29.3,  99.9,  26.2
2026070410020308,1,07032047,13,       1343,  26.8,   6.0,  31.6,   1.6,  51.1,  29.8,  28.2,   5.7,  22.8,  44.7,  24.4, 107.4,  23.8
2026070410020308,1,07032055,13,       1529,  26.5,   6.4,  29.8,   1.6,  58.2,  29.1,  26.5,   5.7,  23.0,  48.9,  26.5, 122.3,  21.0
2026070410020308,1,07032104,13,       1590,  27.0,   6.2,  30.2,   1.7,  60.5,  30.2,  26.5,   5.3,  22.7,  47.1,  26.5, 127.2,  20.1
2026070410020308,1,07032112,13,       1693,  25.5,   6.2,  30.7,   1.8,  64.4,  32.2,  27.6,   4.6,  22.2,  35.6,  22.9, 123.1,  20.8
2026070410020308,1,07032120,13,       1839,  26.2,   6.2,  18.8,   1.9,  52.5,  31.3,  27.2,   4.5,  23.3,  21.6,  23.7, 122.6,  21.9
2026070410020308,1,07032128,13,       1914,  26.8,   6.5,  19.3,   2.0,  54.6,  32.5,  27.8,   3.9,  22.5,  20.6,  24.3, 117.7,  22.8
2026070410020308,1,07032137,13,       2083,  29.2,   6.8,  19.3,   2.0,  52.0,  34.7,  29.7,   4.1,  19.8,  17.1,  24.5, 111.0,  24.5
2026070410020308,1,07032145,13,       2234,  29.7,   6.8,  20.0,   2.1,  51.0,  37.2,  31.3,   3.7,  18.2,  16.1,  22.0, 105.1,  25.9
2026070410020308,1,07032153,13,       2345,  30.7,   6.8,  20.6,   2.2,  43.6,  34.7,  30.2,   3.7,  14.6,  16.7,  22.6, 110.3,  22.0
2026070410020308,1,07032201,13,       2392,  30.8,   6.9,  20.8,   2.2,  43.4,  28.5,  29.4,   3.8,  13.4,  16.6,  23.0, 112.5,  22.5
2026070410020308,1,07032210,13,       2564,  32.5,   6.4,  21.3,   2.4,  34.1,  30.1,  31.5,   3.6,  11.8,  16.6,  24.4, 120.6,  23.0
2026070410020308,1,07032218,13,       2627,  32.8,   6.1,  20.8,   2.4,  34.4,  30.9,  31.8,   3.7,  11.8,  16.6,  21.2, 116.7,  22.8
2026070410020308,1,07032226,13,       2695,  33.1,   6.1,  21.1,   2.5,  35.3,  31.2,  32.1,   3.5,  11.7,  17.1,  21.5, 113.4,  22.9
2026070410020308,1,07032234,13,       2821,  29.6,   6.1,  21.7,   2.6,  36.4,  32.2,  33.1,   3.3,  12.1,  17.7,  22.1, 118.7,  19.4
2026070410020308,1,07032243,13,       2914,  29.8,   6.1,  21.5,   2.7,  30.2,  33.3,  32.8,   3.3,  12.5,  17.7,  17.5, 122.6,  20.0
2026070410020308,1,07032251,13,       2948,  30.2,   6.0,  21.8,   2.7,  30.6,  33.6,  33.2,   3.3,  12.3,  17.7,  17.6, 124.1,  20.3
2026070410020308,1,07032259,13,       3098,  30.9,   6.2,  19.0,   2.9,  31.3,  33.9,  33.0,   3.2,  12.8,  16.5,  18.3, 118.0,  16.7
2026070410020308,1,07032307,13,       3148,  31.4,   6.1,  17.6,   2.9,  31.4,  34.4,  32.2,   3.2,  12.8,  16.3,  18.2, 119.9,  16.7
2026070410020308,1,07032316,13,       3294,  30.6,   5.8,  17.2,   3.0,  30.2,  32.1,  33.3,   3.4,  12.0,  15.8,  18.9,  97.6,  15.7
2026070410020308,1,07032324,13,       3502,  31.8,   6.0,  17.7,   2.8,  31.4,  31.8,  33.3,   3.4,  12.0,  16.3,  18.6,  96.6,  16.6
2026070410020308,1,07032332,13,       3609,  32.0,   6.1,  17.0,   2.9,  32.0,  29.4,  33.5,   3.4,  12.2,  16.7,  17.7,  72.1,  15.9
2026070410020308,1,07032340,13,       3666,  32.5,   6.2,  16.2,   2.9,  26.6,  29.6,  34.1,   3.5,  11.8,  16.6,  17.8,  73.3,  16.1
2026070410020308,1,07032349,13,       3776,  27.7,   6.1,  16.4,   3.0,  26.9,  29.0,  33.1,   3.5,  12.1,  16.3,  16.5,  75.5,  16.5
2026070410020308,1,07032357,13,       3908,  26.2,   6.3,  16.8,   2.9,  27.9,  25.8,  34.3,   3.6,  12.4,  16.8,  16.8,  78.1,  15.8
2026070410020308,1,07040005,13,       3992,  26.8,   6.4,  16.4,   2.9,  28.5,  26.3,  34.7,   3.4,  12.6,  16.9,  17.2,  77.8,  15.9
2026070410020308,1,07040013,13,       4066,  26.2,   6.5,  15.6,   2.9,  27.5,  26.4,  35.3,   3.5,  12.8,  17.1,  17.5,  79.3,  16.1
2026070410020308,1,07040022,13,       4145,  25.5,   6.4,  15.0,   2.9,  27.8,  26.7,  36.0,   3.5,  12.1,  17.2,  17.8,  80.8,  16.4
2026070410020308,1,07040030,13,       4460,  27.4,   6.8,  16.0,   2.6,  29.7,  28.7,  38.3,   3.6,  12.6,  18.2,  18.8,  68.6,  16.6
2026070410020308,1,07040038,13,       4573,  26.9,   6.9,  16.2,   2.7,  29.2,  28.5,  38.5,   3.6,  12.4,  17.8,  17.5,  69.0,  17.0
2026070410020308,1,07040046,13,       4632,  26.6,   6.9,  16.3,   2.7,  29.4,  28.9,  38.2,   3.5,  12.3,  18.0,  17.5,  68.6,  17.1
2026070410020308,1,07040055,13,       4895,  27.7,   6.9,  13.7,   2.8,  29.8,  30.1,  39.9,   3.6,   9.7,  18.9,  18.2,  72.5,  17.9
2026070410020308,1,07040103,13,       4939,  28.0,   6.9,  13.5,   2.8,  30.1,  30.3,  39.9,   3.6,   9.8,  18.9,  18.3,  73.1,  17.9
2026070410020308,1,07040111,13,       5109,  28.3,   7.1,  13.7,   2.9,  30.9,  30.9,  40.8,   3.6,   9.8,  13.0,  18.7,  72.9,  18.1
2026070410020308,1,07040119,13,       5126,  28.2,   7.0,  13.8,   2.9,  31.0,  31.0,  40.6,   3.6,   9.8,  13.0,  18.8,  73.2,  17.9
