ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘,13î‘
2026071802011111,1,07171832,13,         25,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   4.0,   1.1,   0.0,   0.0,   0.0
2026071802011111,1,07171840,13,        132,  10.5,   8.1,  10.5,   0.0,  26.4,  10.5,   9.6,   0.0,   2.8,   4.4,   0.0,   8.8, 105.6
2026071802011111,1,07171849,13,        207,  13.8,  11.8,   6.3,  82.8,   9.2,   7.8,  11.0,  41.4,   4.3,   6.6,  20.7,   7.8,  55.2
2026071802011111,1,07171857,13,        288,  10.0,   9.2,   6.4, 115.2,   5.6,  10.4,   9.2,  57.6,   5.9,   8.8,  10.9,  10.9,  76.8
2026071802011111,1,07171905,13,        371,   7.8,   8.4,   8.0,  59.3,   5.7,  12.9,  11.8,  21.2,   7.0,  10.2,  12.9,   9.2,  18.5
2026071802011111,1,07171913,13,        450,   9.4,   6.4,   9.7,  72.0,   5.0,  15.6,  10.2,  24.0,   8.3,   9.0,  13.8,   8.1,  21.1
2026071802011111,1,07171922,13,        533,   9.2,   7.4,  10.9,  71.0,   5.5,  13.7,  11.2,  28.4,   7.4,   8.0,   8.7,   9.2,  22.4
2026071802011111,1,07171930,13,        684,   8.8,   9.4,  14.0,  78.1,   5.5,  15.2,   5.8,  30.4,   8.6,  10.1,   7.9,   8.5,  26.0
2026071802011111,1,07171938,13,        827,   9.7,  10.3,  16.1,  73.5,   6.6,  12.7,   6.6,  34.8,   8.5,   9.7,   6.1,   9.7,  12.4
2026071802011111,1,07171946,13,       1245,  10.3,  12.0,  18.1,  83.0,   7.5,  16.3,   7.6,  32.1,  10.3,   8.0,   7.9,   4.3,  14.4
2026071802011111,1,07171955,13,       1658,  12.1,  15.0,  15.4,  66.3,   6.9,  19.2,   9.4,  26.5,  11.5,   4.4,   8.5,   5.2,  16.5
2026071802011111,1,07172003,13,       1865,  13.3,  16.5,  15.8,  59.6,   4.9,  21.0,  10.2,  21.6,  11.7,   4.9,   8.4,   5.6,  17.7
2026071802011111,1,07172011,13,       2452,  15.3,  17.6,  20.0,  72.6,   5.7,  15.3,  11.3,  28.4,   4.4,   5.4,   9.8,   6.9,  19.6
2026071802011111,1,07172019,13,       2885,  12.7,  19.0,  13.2,  76.9,   5.9,  17.4,  12.2,  25.6,   5.2,   5.4,   8.6,   6.8,  21.1
2026071802011111,1,07172028,13,       3174,  12.2,  16.7,  13.2,  79.3,   6.1,  18.9,  11.9,  26.1,   5.6,   5.6,   8.1,   6.2,  21.7
2026071802011111,1,07172036,13,       3425,  12.5,  17.0,  12.9,  85.6,   6.6,  20.1,  12.6,  24.9,   5.9,   4.7,   7.6,   6.5,  23.2
2026071802011111,1,07172044,13,       3756,  13.2,  16.6,  13.2,  79.0,   6.4,  21.0,  11.6,  23.8,   6.4,   4.7,   7.9,   6.9,  15.9
2026071802011111,1,07172052,13,       3978,  11.7,  16.7,  13.2,  77.6,   6.6,  21.7,  11.3,  24.6,   6.7,   4.7,   7.6,   7.1,  16.3
2026071802011111,1,07172101,13,       4615,  11.2,  17.2,  13.4,  32.9,   7.4,  23.9,  12.6,  22.7,   7.3,   4.7,   6.2,   7.3,  17.7
2026071802011111,1,07172109,13,       4839,  11.7,  15.5,  12.8,  34.2,   7.3,  24.8,  12.3,  20.3,   7.6,   4.8,   6.1,   7.6,  17.2
2026071802011111,1,07172117,13,       5249,  11.2,  16.7,  12.0,  33.5,   6.2,  26.7,  12.6,  19.9,   8.0,   5.1,   6.0,   8.0,  18.4
2026071802011111,1,07172125,13,       5711,  11.7,  17.4,  12.5,  34.8,   6.5,  28.0,   8.2,  20.5,   8.6,   5.0,   6.3,   8.7,  18.7
2026071802011111,1,07172134,13,       6293,   9.1,  17.0,  12.9,  36.2,   7.1,  28.6,   8.1,  16.5,   9.2,   5.1,   6.4,   9.2,  19.9
2026071802011111,1,07172142,13,       6633,   9.3,  16.1,  13.2,  36.8,   7.4,  28.5,   6.8,  16.0,   9.4,   5.3,   6.6,   9.5,  19.0
2026071802011111,1,07172150,13,       7071,   9.6,  16.1,  12.8,  37.7,   7.3,  29.0,   6.8,  15.9,   9.8,   5.4,   6.5,   9.6,  16.0
2026071802011111,1,07172158,13,       7286,   9.7,  15.5,  12.6,  37.1,   7.3,  29.1,   6.8,  16.3,   9.7,   5.5,   6.5,   9.4,  16.2
2026071802011111,1,07172207,13,       8340,  10.4,  16.1,  12.9,  39.7,   7.5,  32.8,   5.7,  17.6,  11.0,   6.1,   7.1,   6.6,  18.1
2026071802011111,1,07172215,13,       8869,  10.9,  11.4,  13.8,  41.9,   7.3,  34.9,   6.0,  17.3,  11.7,   6.4,   6.7,   6.7,  19.2
2026071802011111,1,07172223,13,       9299,  11.2,  11.2,  13.8,  41.5,   7.1,  35.9,   5.9,  17.2,  11.8,   6.4,   6.6,   6.8,  19.9
2026071802011111,1,07172232,13,       9617,  11.6,  11.2,  14.2,  42.7,   7.2,  30.6,   6.0,  17.7,  12.2,   6.3,   6.3,   7.0,  19.1
2026071802011111,1,07172240,13,      10300,  12.0,  11.4,  14.6,  28.4,   7.7,  30.6,   6.0,  18.6,  12.9,   5.8,   6.2,   7.2,  19.1
2026071802011111,1,07172248,13,      10800,  11.5,  11.7,  14.6,  29.7,   7.5,  31.5,   5.6,  19.5,  13.0,   6.0,   6.1,   7.5,  19.8
2026071802011111,1,07172256,13,      11219,  11.8,  12.0,  14.7,  30.9,   7.7,  31.2,   5.5,  16.4,  13.2,   6.1,   6.0,   7.8,  20.5
2026071802011111,1,07172305,13,      11772,  11.8,  12.5,  13.1,  30.4,   7.9,  31.3,   5.6,  16.7,  13.8,   6.0,   6.0,   7.4,  21.5
2026071802011111,1,07172313,13,      12186,  11.5,  12.6,  12.9,  31.4,   7.9,  32.4,   5.7,  16.4,  14.1,   6.1,   5.7,   7.5,  21.9
2026071802011111,1,07172321,13,      12685,  11.9,  12.4,  12.8,  30.7,   7.9,  31.9,   5.9,  12.6,  14.6,   6.2,   5.8,   7.7,  22.6
2026071802011111,1,07172329,13,      13077,  12.3,  11.5,  12.9,  30.6,   7.7,  31.3,   6.1,  12.8,  15.0,   6.4,   5.9,   7.8,  18.6
2026071802011111,1,07172338,13,      13334,  12.3,  11.4,  13.0,  31.1,   7.8,  31.1,   6.2,  12.8,  15.0,   6.1,   6.0,   7.8,  19.0
2026071802011111,1,07172346,13,      14062,  12.2,  11.9,  13.4,  32.7,   7.8,  32.7,   6.5,  11.6,  15.8,   5.4,   6.1,   7.9,  19.6
2026071802011111,1,07172354,13,      14334,  12.2,  11.3,  13.7,  33.3,   7.9,  32.3,   6.6,  11.0,  16.1,   5.4,   6.2,   8.1,  20.0
2026071802011111,1,07180007,13,      14809,  12.6,  11.2,  13.2,  34.4,   8.1,  30.6,   6.6,  10.2,  16.4,   5.4,   6.3,   8.3,  18.3
2026071802011111,1,07180015,13,      15191,  12.6,  11.2,  13.5,  34.9,   8.2,  31.0,   6.7,  10.3,  16.7,   5.1,   6.4,   8.4,  18.4
2026071802011111,1,07180023,13,      16172,  13.4,  11.3,  14.3,  37.1,   8.6,  32.5,   7.2,  10.9,  17.5,   4.0,   6.7,   8.9,  19.4
2026071802011111,1,07180031,13,      16654,  13.6,  11.3,  14.6,  38.1,   8.2,  33.0,   7.4,  11.0,  17.6,   4.0,   6.7,   8.8,  18.3
2026071802011111,1,07180040,13,      17053,  13.7,  11.4,  14.2,  38.2,   8.3,  33.7,   7.4,  11.0,  17.6,   4.1,   6.7,   8.4,  18.6
2026071802011111,1,07180048,13,      17704,  14.0,  11.5,  14.7,  39.6,   7.9,  34.7,   7.6,  11.4,  17.9,   4.2,   6.2,   8.0,  18.7
2026071802011111,1,07180056,13,      17833,  14.1,  11.5,  14.7,  39.9,   7.9,  34.9,   7.7,  11.4,  18.1,   4.2,   6.1,   8.0,  18.9
