ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘,13î‘,14î‘,15î‘,16î‘
2026070403020307,1,07031843,16,          8,   6.4,   6.4,   0.0,   0.0,   0.0,   3.2,   0.0,   2.1,   0.0,   0.0,   0.0,   0.0,   0.0,   6.4,   0.0,   0.0
2026070403020307,1,07031851,16,         47,  37.6,   2.0,  37.6,  37.6,   0.0,   3.1,  37.6,   9.4,   0.0,   0.0,  12.5,   0.0,  18.8,  18.8,  37.6,  37.6
2026070403020307,1,07031859,16,         64,  17.0,   2.6,  25.6,  51.2,   0.0,   3.9,  25.6,   5.6,   0.0,   0.0,  17.0,  51.2,  10.2,  25.6,  17.0,  51.2
2026070403020307,1,07031908,16,        161,   5.3,   5.3,  10.7, 128.8,  12.8,   8.5,  42.9,   2.8,  21.4,   0.0,  32.2,  64.4,  25.7,  64.4,  42.9,  32.2
2026070403020307,1,07031916,16,        187,   6.2,   4.6,  12.4,  21.3,  12.4,   7.1,  37.4,   3.2,  24.9,  49.8,  37.4,  74.8,  29.9,  74.8,  49.8,  37.4
2026070403020307,1,07031924,16,        229,   6.7,   4.0,   7.9,  22.9,  14.0,   8.7,  26.1,   3.8,  16.6,  61.0,  45.8,  91.6,  36.6,  91.6,  61.0,  22.9
2026070403020307,1,07031932,16,        289,   8.2,   4.2,   6.8,  25.6,  17.7,   7.2,  33.0,   3.9,  10.5,  77.0,  57.8, 115.6,  46.2,  46.2,  77.0,  25.6
2026070403020307,1,07031941,16,        362,   8.2,   2.8,   8.2,  28.9,  22.2,   6.5,  36.2,   4.9,  12.5,  96.5,  72.4,  96.5,  57.9,  48.2,  57.9,  28.9
2026070403020307,1,07031949,16,        393,   8.7,   2.5,   8.9,  26.2,  24.1,   6.6,  39.3,   5.1,  13.6, 104.8,  78.6, 104.8,  62.8,  52.4,  62.8,  31.4
2026070403020307,1,07031957,16,        515,  10.3,   3.2,   6.7,  24.2,  25.7,   8.2,  34.3,   4.9,  17.1,  19.6,  82.4,  82.4,  68.6,  31.6,  68.6,  13.7
2026070403020307,1,07032005,16,        607,  11.0,   3.2,   7.9,  26.9,  30.3,   5.9,  37.3,   5.7,  10.7,  22.0,  97.1,  80.9,  40.4,  32.3,  80.9,  16.1
2026070403020307,1,07032014,16,        682,   9.2,   3.2,   8.9,  30.3,  32.0,   6.3,  27.2,   6.1,  11.6,  23.7,  90.9,  90.9,  32.0,  30.3,  49.6,  14.3
2026070403020307,1,07032022,16,        756,  10.2,   3.2,   9.9,  33.6,  31.8,   6.7,  25.2,   5.5,  12.8,  26.2, 100.8,  75.6,  35.5,  23.2,  43.2,  12.3
2026070403020307,1,07032030,16,        820,  10.7,   3.2,  10.7,  28.5,  32.8,   6.2,  16.0,   5.9,  13.6,  28.5,  82.0,  72.8,  38.5,  24.2,  46.8,  12.8
2026070403020307,1,07032038,16,        956,  11.7,   2.5,  12.1,  31.8,  36.4,   6.7,  15.9,   6.8,  15.2,  33.2,  95.6,  69.5,  44.9,  27.3,  50.9,  14.1
2026070403020307,1,07032047,16,       1004,  11.9,   2.6,  11.6,  33.4,  36.5,   6.6,  13.1,   6.9,  15.7,  33.4, 100.4,  73.0,  47.2,  28.6,  47.2,  13.1
2026070403020307,1,07032055,16,       1037,  12.3,   2.6,  11.6,  34.5,  30.7,   6.9,  11.5,   7.1,  15.9,  31.9, 103.7,  75.4,  48.8,  23.0,  46.0,  12.9
2026070403020307,1,07032103,16,       1948,  23.2,   4.9,  21.0,  57.7,  50.2,   2.1,  21.3,   6.0,  24.3,  59.9, 194.8, 141.6,  91.6,  10.5,  82.0,  21.9
