ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘
2026062710020112,1,06261833,8,         45,   2.4,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   1.2
2026062710020112,1,06261841,8,         52,   2.7,   0.0,   0.0,   8.3,   0.0,  41.6,   0.0,   1.3
2026062710020112,1,06261849,8,         59,   3.1,  47.2,   0.0,   7.8,   0.0,  15.7,   0.0,   1.3
2026062710020112,1,06261857,8,         82,   3.1,  65.6,  65.6,   9.3,   6.5,  13.1,  65.6,   1.8
2026062710020112,1,06261906,8,        109,   4.1,  43.6,  87.2,   9.6,   7.9,  12.4,  87.2,   1.5
2026062710020112,1,06261914,8,        126,   3.1,  25.2, 100.8,   9.1,   9.1,  14.4,  50.4,   1.7
2026062710020112,1,06261922,8,        141,   3.3,  14.1, 112.8,   8.6,  10.2,  12.5,  28.2,   1.8
2026062710020112,1,06261930,8,        147,   3.4,  13.0, 117.6,   9.0,   9.8,  10.6,  29.4,   1.8
2026062710020112,1,06261939,8,        179,   4.0,   8.9,  71.6,   9.5,   8.9,   7.9,  23.8,   2.0
2026062710020112,1,06261947,8,        238,   3.3,  11.2,  63.4,  11.2,  11.2,   5.9,  27.2,   2.1
2026062710020112,1,06261955,8,        285,   3.4,  12.6,  22.8,   8.4,  12.0,   5.8,  28.5,   2.3
2026062710020112,1,06262003,8,        312,   3.1,  12.4,  22.6,   8.3,  11.8,   6.4,  24.9,   2.4
2026062710020112,1,06262012,8,        351,   3.4,   9.0,  25.5,   7.8,  13.3,   6.8,  28.0,   2.3
2026062710020112,1,06262020,8,        419,   3.6,   6.9,  27.9,   8.5,  14.5,   5.4,  30.4,   2.5
2026062710020112,1,06262028,8,        461,   4.0,   7.2,  30.7,   9.2,  13.1,   5.9,  28.3,   2.2
2026062710020112,1,06262036,8,        494,   4.2,   7.1,  32.9,   9.8,  12.3,   5.8,  24.7,   2.2
2026062710020112,1,06262045,8,        532,   4.6,   7.3,  13.3,  10.3,  11.5,   6.0,  23.6,   2.3
2026062710020112,1,06262053,8,        557,   4.8,   7.6,  12.0,   8.4,  12.0,   6.1,  23.4,   2.3
2026062710020112,1,06262101,8,        659,   5.6,   6.3,   8.7,   6.9,  12.8,   6.1,  21.9,   2.7
2026062710020112,1,06262109,8,        696,   5.6,   6.5,   9.1,   6.4,  13.2,   6.4,  19.2,   2.6
2026062710020112,1,06262118,8,        745,   5.3,   6.9,   9.3,   5.9,  13.8,   6.6,  19.8,   2.7
2026062710020112,1,06262126,8,        780,   5.6,   6.7,   9.7,   6.1,  13.8,   6.7,  19.5,   2.5
2026062710020112,1,06262134,8,        963,   6.4,   8.2,   9.5,   7.2,  16.3,   6.5,  24.0,   2.1
2026062710020112,1,06262142,8,        978,   6.5,   7.9,   9.6,   7.1,  16.6,   6.5,  23.7,   2.1
2026062710020112,1,06262151,8,       1049,   6.3,   8.0,   7.6,   7.6,  16.4,   6.5,  20.9,   2.2
2026062710020112,1,06262159,8,       1081,   6.5,   7.7,   7.8,   7.8,  16.9,   6.1,  21.6,   2.2
2026062710020112,1,06262207,8,       1142,   6.8,   6.3,   7.9,   8.0,  17.2,   6.3,  21.2,   2.3
2026062710020112,1,06262215,8,       1177,   6.9,   6.4,   8.1,   7.7,  16.5,   5.9,  20.9,   2.3
2026062710020112,1,06262224,8,       1299,   7.6,   7.0,   8.8,   8.5,  18.2,   6.2,  22.5,   2.0
2026062710020112,1,06262232,8,       1331,   7.5,   7.0,   9.0,   8.5,  15.2,   6.4,  22.6,   2.0
2026062710020112,1,06262240,8,       1403,   7.6,   6.8,   9.3,   8.9,  14.7,   5.6,  23.3,   2.1
2026062710020112,1,06262248,8,       1444,   7.0,   6.7,   9.3,   8.4,  15.2,   5.8,  24.0,   2.2
2026062710020112,1,06262257,8,       1758,   8.3,   7.9,  11.4,   9.9,  15.8,   6.6,  27.0,   1.7
2026062710020112,1,06262305,8,       1787,   7.8,   7.9,  11.4,  10.0,  15.8,   6.5,  26.9,   1.7
2026062710020112,1,06262313,8,       1823,   8.0,   8.0,  10.7,  10.1,  15.5,   6.6,  25.5,   1.7
2026062710020112,1,06262321,8,       2867,  12.3,  12.2,  16.8,  16.0,  22.0,   9.5,  38.8,   1.2
2026062710020112,1,06262330,8,       2907,  12.1,  12.3,  16.4,  15.6,  21.9,   9.3,  38.1,   1.2
2026062710020112,1,06262338,8,       2983,  12.2,  12.6,  16.4,  16.0,  18.4,   8.7,  32.6,   1.3
2026062710020112,1,06262346,8,       3035,  12.2,  11.9,  16.1,  15.3,  17.5,   8.7,  31.5,   1.3
2026062710020112,1,06262354,8,       3064,  11.9,  11.7,  16.3,  15.4,  17.7,   8.4,  31.4,   1.3
2026062710020112,1,06270007,8,       3133,  10.6,  11.3,  16.7,  15.5,  17.4,   8.4,  32.1,   1.3
2026062710020112,1,06270015,8,       3156,  10.5,  11.3,  16.7,  15.5,  17.5,   8.4,  32.3,   1.3
2026062710020112,1,06270023,8,       3186,  10.4,  11.2,  16.6,  14.4,  17.5,   8.4,  31.4,   1.3
2026062710020112,1,06270031,8,       3196,  10.3,  11.2,  16.7,  14.5,  17.6,   8.4,  31.5,   1.3
2026062710020112,1,06270040,8,       3220,  10.3,  11.2,  16.5,  14.6,  17.7,   8.1,  31.8,   1.3
2026062710020112,1,06270048,8,       3237,   9.9,  11.3,  16.4,  14.7,  17.4,   8.1,  31.9,   1.3
2026062710020112,1,06270056,8,       3312,  10.1,  10.3,  16.5,  14.0,  16.4,   8.3,  31.9,   1.4
2026062710020112,1,06270104,8,       3333,  10.2,  10.3,  16.5,  13.7,  16.5,   8.3,  31.7,   1.4
2026062710020112,1,06270113,8,       3366,  10.3,   9.7,  16.4,  13.7,  16.2,   8.3,  31.3,   1.4
2026062710020112,1,06270121,8,       3370,  10.3,   9.7,  16.4,  13.6,  16.2,   8.3,  31.3,   1.4
2026062710020112,1,06270129,8,       3405,  10.4,   9.8,  16.3,  13.6,  16.4,   7.8,  31.3,   1.4
2026062710020112,1,06270137,8,       3443,  10.3,   9.5,  15.9,  13.8,  16.3,   7.9,  31.6,   1.4
2026062710020112,1,06270146,8,       3495,  10.3,   8.9,  15.9,  14.0,  16.1,   7.7,  31.7,   1.4
2026062710020112,1,06270154,8,       3522,  10.3,   8.4,  16.1,  14.1,  16.2,   7.8,  32.0,   1.4
2026062710020112,1,06270202,8,       3545,  10.3,   8.0,  16.1,  14.1,  16.3,   7.8,  31.8,   1.4
2026062710020112,1,06270210,8,       3586,  10.2,   8.1,  15.0,  14.2,  16.3,   7.6,  32.2,   1.4
2026062710020112,1,06270219,8,       3602,  10.2,   8.1,  15.0,  13.8,  16.4,   7.7,  32.0,   1.4
2026062710020112,1,06270227,8,       3617,  10.2,   8.1,  14.9,  13.8,  16.2,   7.7,  29.2,   1.5
2026062710020112,1,06270235,8,       3634,  10.3,   8.2,  14.9,  13.8,  16.3,   7.6,  28.7,   1.5
2026062710020112,1,06270243,8,       3665,  10.3,   8.2,  15.0,  13.9,  16.3,   7.5,  28.4,   1.5
2026062710020112,1,06270252,8,       3669,  10.4,   8.2,  15.0,  13.9,  16.3,   7.5,  28.4,   1.5
2026062710020112,1,06270300,8,       3673,  10.4,   8.2,  15.0,  13.9,  16.4,   7.4,  28.5,   1.5
2026062710020112,1,06270308,8,       3683,  10.4,   8.2,  15.0,  13.8,  16.4,   7.4,  28.3,   1.5
2026062710020112,1,06270316,8,       3689,  10.4,   8.2,  15.0,  13.6,  16.4,   7.4,  28.1,   1.5
2026062710020112,1,06270325,8,       3694,  10.4,   8.2,  15.0,  13.4,  16.5,   7.4,  28.1,   1.5
2026062710020112,1,06270333,8,       3696,  10.4,   8.2,  15.0,  13.5,  16.4,   7.4,  28.1,   1.5
2026062710020112,1,06270341,8,       3733,  10.4,   8.2,  14.9,  13.4,  16.3,   7.2,  27.6,   1.5
2026062710020112,1,06270349,8,       3784,  10.6,   8.4,  15.1,  13.5,  16.5,   7.3,  28.0,   1.5
2026062710020112,1,06270358,8,       3815,  10.7,   8.3,  15.1,  13.5,  16.6,   7.0,  28.0,   1.5
2026062710020112,1,06270406,8,       3822,  10.7,   8.3,  15.1,  13.4,  16.7,   7.0,  27.7,   1.5
2026062710020112,1,06270414,8,       3924,  11.0,   8.3,  15.5,  13.8,  17.1,   6.9,  28.5,   1.5
2026062710020112,1,06270422,8,       3939,  11.0,   8.3,  15.6,  13.8,  17.1,   6.9,  28.3,   1.5
2026062710020112,1,06270431,8,       3953,  11.0,   8.2,  15.5,  13.8,  17.1,   6.9,  28.2,   1.5
2026062710020112,1,06270439,8,       3973,  11.0,   8.1,  15.2,  13.7,  17.1,   6.9,  28.1,   1.5
2026062710020112,1,06270447,8,       4003,  11.0,   8.2,  15.2,  13.8,  17.3,   7.0,  28.0,   1.5
2026062710020112,1,06270455,8,       4005,  10.9,   8.2,  15.2,  13.8,  17.3,   7.0,  28.1,   1.5
2026062710020112,1,06270504,8,       4026,  10.9,   8.2,  15.1,  13.5,  17.2,   7.0,  27.7,   1.5
2026062710020112,1,06270512,8,       4051,  10.6,   8.2,  15.1,  13.5,  17.3,   7.0,  27.6,   1.5
2026062710020112,1,06270520,8,       4180,  10.8,   8.4,  15.4,  13.8,  17.7,   7.2,  15.3,   1.5
2026062710020112,1,06270528,8,       4246,  11.0,   8.0,  15.5,  14.0,  17.8,   7.0,  15.5,   1.5
2026062710020112,1,06270537,8,       4378,   8.5,   8.2,  15.5,  14.4,  18.1,   7.2,  15.9,   1.6
2026062710020112,1,06270545,8,       4400,   8.5,   8.1,  15.6,  14.4,  18.2,   7.2,  15.9,   1.6
2026062710020112,1,06270553,8,       4461,   8.6,   8.2,  15.8,  14.5,  18.4,   7.2,  16.1,   1.5
2026062710020112,1,06270601,8,       4559,   8.5,   7.7,  15.9,  14.7,  18.8,   7.4,  16.4,   1.6
2026062710020112,1,06270610,8,       4588,   8.5,   7.7,  16.0,  14.8,  18.0,   7.4,  16.3,   1.6
2026062710020112,1,06270618,8,       4621,   8.5,   7.5,  16.1,  14.8,  18.2,   7.4,  16.3,   1.6
2026062710020112,1,06270626,8,       4711,   8.4,   7.4,  16.3,  15.0,  18.5,   7.3,  16.6,   1.6
2026062710020112,1,06270634,8,       4751,   8.5,   7.2,  16.1,  14.6,  18.7,   7.3,  16.6,   1.6
2026062710020112,1,06270643,8,       4822,   8.5,   7.2,  16.3,  14.2,  18.6,   7.3,  16.8,   1.6
2026062710020112,1,06270651,8,       4880,   8.6,   6.9,  16.4,  14.1,  17.6,   7.2,  17.0,   1.6
2026062710020112,1,06270659,8,       4928,   8.6,   6.9,  16.4,  13.9,  17.7,   7.2,  16.7,   1.6
2026062710020112,1,06270705,8,       5022,   8.4,   6.9,  16.8,  13.8,  16.7,   7.2,  16.6,   1.6
2026062710020112,1,06270715,8,       5292,   8.1,   6.9,  17.0,  13.1,  17.0,   7.1,  16.6,   1.6
2026062710020112,1,06270725,8,       5553,   7.9,   6.8,  16.8,  12.7,  17.0,   7.1,  16.5,   1.7
2026062710020112,1,06270735,8,       5790,   8.1,   6.8,  17.0,  12.6,  17.0,   7.0,  17.0,   1.7
2026062710020112,1,06270745,8,       6141,   8.2,   6.6,  16.9,  13.0,  16.4,   7.0,  17.6,   1.7
2026062710020112,1,06270755,8,       6331,   8.1,   6.6,  16.8,  12.7,  16.4,   6.9,  17.6,   1.7
2026062710020112,1,06270805,8,       6632,   8.3,   6.3,  16.5,  12.9,  15.1,   6.7,  18.1,   1.7
2026062710020112,1,06270815,8,       7004,   8.5,   6.2,  16.1,  12.0,  15.3,   6.5,  18.6,   1.7
2026062710020112,1,06270825,8,       7217,   8.5,   6.3,  16.0,  12.0,  15.1,   6.5,  17.6,   1.8
2026062710020112,1,06270835,8,       7468,   8.6,   6.1,  16.1,  11.8,  14.6,   6.5,  17.6,   1.8
2026062710020112,1,06270846,8,       7797,   8.8,   5.7,  16.6,  11.3,  14.8,   6.4,  18.1,   1.8
2026062710020112,1,06270856,8,       8413,   8.9,   5.0,  16.4,  11.6,  15.6,   6.3,  18.9,   1.9
2026062710020112,1,06270906,8,       8959,   9.2,   4.8,  16.5,  10.1,  16.4,   6.4,  19.5,   1.9
2026062710020112,1,06270916,8,       9568,   8.4,   4.9,  17.0,   9.6,  16.2,   6.3,  19.8,   2.0
2026062710020112,1,06270926,8,      10099,   8.3,   5.0,  17.0,   9.3,  15.3,   6.3,  19.7,   2.0
2026062710020112,1,06270936,8,      11269,   8.0,   4.9,  16.4,   9.1,  16.2,   6.4,  19.9,   2.0
2026062710020112,1,06270946,8,      12294,   8.0,   5.1,  15.2,   8.6,  16.6,   6.0,  20.5,   2.0
2026062710020112,1,06270956,8,      12887,   8.1,   5.1,  14.6,   8.7,  16.2,   5.9,  20.6,   2.1
2026062710020112,1,06271006,8,      13747,   8.5,   5.2,  15.1,   9.0,  16.5,   5.9,  21.6,   2.0
