ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘,13î‘,14î‘
2026062803020201,1,06271930,14,          8,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   1.2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   2.1
2026062803020201,1,06271935,14,         57,   0.0,   2.1,  15.2,   9.1,   0.0,  22.8,   3.8,  15.2,  22.8,   0.0,   0.0,   0.0,   0.0,   5.0
2026062803020201,1,06271941,14,        146,  19.4,   2.5,  23.3,   8.9,  58.4,  23.3,   7.7,  14.6,  14.6,  29.2,  23.3,  16.6,  38.9,   6.1
2026062803020201,1,06271946,14,        172,  19.6,   2.8,  19.6,  10.5,  68.8,  19.6,   6.8,  15.2,  11.4,  27.5,  27.5,  19.6,  34.4,   5.5
2026062803020201,1,06271951,14,        325,  32.5,   2.5,  32.5,   5.4,  86.6,  28.8,   9.2,  18.5,   4.8,  43.3,  43.3,  37.1,  65.0,   9.2
2026062803020201,1,06271956,14,        389,  34.5,   2.7,  38.9,   5.9,  51.8,  20.7,   6.9,  22.2,   5.3,  44.4,  51.8,  28.2,  20.7,  10.3
2026062803020201,1,06272002,14,        455,  33.0,   2.9,  45.5,   5.9,  45.5,  24.2,   7.2,  26.0,   5.5,  40.4,  45.5,  10.7,  24.2,  11.7
2026062803020201,1,06272007,14,        519,  29.6,   3.2,  46.1,   6.2,  41.5,  20.7,   6.0,  27.6,   5.8,  41.5,  46.1,  10.3,  25.9,  10.1
2026062803020201,1,06272012,14,        607,  28.5,   3.1,  48.5,   7.3,  44.1,  22.0,   5.9,  30.3,   5.8,  44.1,  24.2,  11.5,  30.3,   8.6
2026062803020201,1,06272017,14,        742,  34.9,   3.1,  53.9,   8.3,  39.5,  24.7,   5.0,  32.9,   5.6,  49.4,  28.2,  13.1,  34.9,   7.5
2026062803020201,1,06272023,14,        865,  34.6,   3.3,  53.2,   9.4,  46.1,  23.8,   4.5,  38.4,   4.4,  57.6,  31.4,  15.3,  40.7,   8.1
2026062803020201,1,06272028,14,        993,  37.8,   3.2,  61.1,   9.4,  52.9,  24.0,   4.4,  28.3,   4.5,  56.7,  36.1,  17.6,  36.1,   8.2
2026062803020201,1,06272033,14,       1178,  36.2,   3.6,  55.4,  10.5,  58.9,  27.7,   4.6,  32.4,   3.3,  67.3,  42.8,  17.4,  39.2,   9.0
2026062803020201,1,06272039,14,       1263,  27.3,   3.5,  56.1,  10.5,  59.4,  20.2,   4.7,  34.8,   3.4,  72.1,  45.9,  18.3,  40.4,   9.0
2026062803020201,1,06272044,14,       1436,  23.9,   3.9,  16.1,  11.1,  67.5,  22.5,   4.0,  37.0,   3.8,  82.0,  52.2,  19.8,  45.9,   9.1
2026062803020201,1,06272050,14,       1507,  24.1,   3.9,  16.7,  10.9,  70.9,  23.1,   3.9,  37.6,   3.9,  66.9,  52.4,  20.4,  48.2,   8.9
2026062803020201,1,06272055,14,       1593,  25.4,   4.0,  17.4,  10.0,  74.9,  23.6,   3.7,  38.6,   4.1,  70.8,  55.4,  21.6,  50.9,   8.4
2026062803020201,1,06272100,14,       1712,  18.7,   4.1,  18.2,  10.6,  57.0,  21.4,   3.8,  39.1,   4.2,  76.0,  59.5,  21.4,  52.6,   7.9
2026062803020201,1,06272105,14,       1817,  19.3,   4.0,  18.4,  11.0,  60.5,  22.3,   3.7,  39.2,   4.2,  72.6,  60.5,  21.6,  55.9,   8.3
2026062803020201,1,06272111,14,       2054,  19.3,   3.7,  20.5,  12.2,  65.7,  19.5,   3.7,  44.4,   3.9,  78.2,  68.4,  23.8,  63.2,   9.2
2026062803020201,1,06272116,14,       2116,  19.0,   3.6,  21.1,  12.4,  65.1,  18.8,   3.7,  44.5,   4.0,  80.6,  70.5,  24.5,  65.1,   9.0
2026062803020201,1,06272121,14,       2299,  20.2,   3.1,  22.7,  13.1,  65.6,  19.9,   3.9,  45.9,   4.3,  83.6,  73.5,  26.2,  65.6,   9.0
2026062803020201,1,06272126,14,       2449,  15.9,   3.0,  23.8,  12.5,  65.3,  17.0,   4.1,  46.6,   4.4,  85.1,  75.3,  27.9,  69.9,   9.4
2026062803020201,1,06272132,14,       2544,  16.2,   3.1,  24.8,  12.0,  58.1,  16.9,   4.2,  48.4,   4.4,  72.6,  70.1,  26.0,  67.8,   9.6
2026062803020201,1,06272137,14,       2622,  14.9,   3.1,  25.2,  11.4,  58.2,  16.5,   4.2,  49.9,   4.4,  72.3,  72.3,  26.5,  65.5,   9.7
2026062803020201,1,06272142,14,       2734,  13.9,   3.1,  25.4,  11.7,  59.1,  16.5,   4.3,  48.6,   4.3,  72.9,  75.4,  26.6,  68.3,   9.3
2026062803020201,1,06272147,14,       2882,  14.5,   3.3,  25.0,  11.0,  41.9,  15.9,   4.5,  51.2,   4.2,  74.3,  67.8,  23.7,  67.8,   9.6
2026062803020201,1,06272153,14,       2951,  14.5,   3.3,  25.3,  11.1,  42.1,  15.3,   4.5,  51.3,   4.2,  73.7,  63.8,  23.6,  69.4,   9.5
2026062803020201,1,06272159,14,       3014,  14.8,   3.3,  25.9,  11.3,  43.0,  15.6,   4.4,  51.3,   4.2,  68.8,  61.8,  24.1,  68.8,   9.5
2026062803020201,1,06272204,14,       3202,   9.3,   3.4,  27.2,  11.7,  44.1,  16.5,   4.5,  52.2,   4.4,  71.1,  64.0,  25.6,  69.2,  10.0
2026062803020201,1,06272209,14,       3456,   9.8,   3.5,  28.5,  12.4,  43.2,  14.7,   3.9,  53.1,   4.7,  74.7,  64.2,  27.3,  55.2,  10.7
2026062803020201,1,06272214,14,       3527,  10.0,   3.5,  28.5,  12.5,  40.3,  15.0,   4.0,  53.2,   4.7,  74.2,  65.6,  25.8,  54.2,  10.2
2026062803020201,1,06272220,14,       3589,   9.7,   3.5,  29.0,  12.4,  41.0,  15.1,   4.0,  54.1,   4.6,  75.5,  65.2,  26.3,  55.2,  10.3
2026062803020201,1,06272225,14,       4610,  12.5,   4.4,  36.5,   3.5,  51.2,  14.1,   4.5,  68.2,   5.9,  92.2,  78.4,  32.6,  69.5,  13.1
2026062803020201,1,06272230,14,       4808,  11.0,   4.4,  36.2,   3.7,  51.9,  14.7,   4.6,  71.2,   6.1,  89.4,  81.8,  32.3,  72.5,  11.1
2026062803020201,1,06272235,14,       5031,  11.4,   3.9,  37.6,   3.8,  52.9,  15.3,   4.7,  73.1,   6.3,  93.6,  82.1,  33.8,  75.9,  10.6
2026062803020201,1,06272241,14,       5142,  11.6,   4.0,  38.0,   3.8,  53.4,  15.4,   4.8,  72.1,   5.9,  89.4,  82.2,  33.7,  69.7,  10.7
2026062803020201,1,06272246,14,       5218,  11.2,   3.9,  37.9,   3.9,  53.5,  15.6,   4.8,  73.2,   5.9,  88.8,  83.4,  33.6,  70.7,  10.8
2026062803020201,1,06272251,14,       5348,  11.0,   3.9,  37.2,   4.0,  54.8,  15.4,   4.7,  72.5,   6.0,  91.0,  85.5,  34.2,  72.5,  10.8
2026062803020201,1,06272256,14,       5430,  11.1,   3.8,  37.4,   4.0,  52.3,  15.6,   4.8,  62.9,   6.1,  90.5,  86.8,  31.7,  73.6,  10.8
2026062803020201,1,06272302,14,       5728,  11.2,   3.7,  39.5,   4.2,  55.2,  16.4,   4.4,  66.4,   6.2,  93.5,  91.6,  32.7,  77.6,  11.3
2026062803020201,1,06272307,14,       6363,  12.3,   3.9,  43.5,   3.2,  61.3,  18.1,   4.8,  73.7,   6.7, 103.8, 101.8,  33.9,  84.8,  12.5
2026062803020201,1,06272312,14,       6479,  11.9,   3.9,  44.3,   3.2,  60.9,  18.5,   4.7,  70.0,   6.5, 105.7, 103.6,  33.8,  86.3,  12.7
2026062803020201,1,06272317,14,       6724,  11.9,   4.0,  45.9,   3.0,  63.2,  18.8,   4.9,  68.9,   6.8, 107.5, 103.4,  34.9,  84.0,  13.1
