ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘
2026071210020605,1,07111934,8,          0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026071210020605,1,07111942,8,        144,  16.4,  57.6,   7.6, 115.2,  19.2,   7.2,   1.1,   0.0
2026071210020605,1,07111951,8,       1002,  17.8,   6.6,  16.3, 801.6,  24.2,  12.3,   1.1, 200.4
2026071210020605,1,07111959,8,       1574,  20.3,   9.9,  22.0, 419.7,  34.9,  17.0,   1.1, 209.8
2026071210020605,1,07112007,8,       1782,  15.8,  10.7,  21.9, 356.4,  33.9,  15.8,   1.1, 142.5
2026071210020605,1,07112015,8,       2400,  16.9,  12.7,  27.8,  76.8,  25.2,  20.2,   1.1, 192.0
2026071210020605,1,07112024,8,       2514,  15.3,  12.6,  22.5,  74.4,  25.7,  17.9,   1.1, 134.0
2026071210020605,1,07112032,8,       2606,  14.3,  12.2,  23.1,  77.2,  25.4,  17.3,   1.1, 138.9
2026071210020605,1,07112040,8,       2772,  13.1,  12.7,  22.6,  58.3,  26.4,  12.8,   1.1, 130.4
2026071210020605,1,07112048,8,       2892,  12.1,  12.9,  20.1,  60.8,  23.8,  12.1,   1.1, 128.5
2026071210020605,1,07112057,8,       3045,   9.3,  13.3,  19.1,  54.1,  23.6,  11.2,   1.1, 116.0
2026071210020605,1,07112105,8,       3151,   8.4,  13.1,  17.1,  53.6,  24.0,  11.5,   1.1, 114.5
2026071210020605,1,07112113,8,       3535,   8.2,  13.7,  14.0,  56.5,  22.6,  10.3,   1.2, 108.7
2026071210020605,1,07112121,8,       3860,   7.2,  14.1,  14.1,  60.5,  22.7,   7.6,   1.2, 114.3
2026071210020605,1,07112130,8,       4216,   6.8,  13.8,  14.4,  16.3,  24.6,   7.7,   1.3, 120.4
2026071210020605,1,07112138,8,       4372,   6.5,  14.1,  14.4,  16.6,  25.1,   7.3,   1.4,  85.3
2026071210020605,1,07112146,8,       4692,   6.3,  13.9,  12.1,  17.7,  26.6,   7.5,   1.4,  89.3
2026071210020605,1,07112154,8,       4940,   6.4,  14.0,  12.3,  18.6,  27.6,   7.1,   1.4,  94.0
2026071210020605,1,07112203,8,       5317,   6.5,  13.9,  11.8,  19.5,  27.0,   6.2,   1.4,  59.0
2026071210020605,1,07112211,8,       6459,   7.5,  16.6,   3.7,  22.8,  32.0,   7.3,   1.7,  68.8
2026071210020605,1,07112219,8,       6696,   7.3,  17.0,   3.8,  22.9,  32.0,   7.4,   1.7,  61.5
2026071210020605,1,07112227,8,       6834,   7.2,  17.0,   3.9,  23.1,  32.3,   7.4,   1.7,  61.4
2026071210020605,1,07112236,8,       7100,   7.3,  17.5,   3.9,  23.7,  32.0,   7.5,   1.7,  61.0
2026071210020605,1,07112244,8,       7287,   7.0,  17.9,   4.0,  24.2,  31.3,   7.5,   1.7,  62.0
2026071210020605,1,07112252,8,       7852,   6.6,  19.1,   4.0,  26.0,  31.5,   7.0,   1.7,  61.5
2026071210020605,1,07112300,8,       8050,   6.4,  18.8,   4.1,  25.9,  32.2,   6.8,   1.7,  63.1
2026071210020605,1,07112309,8,       8243,   6.3,  18.8,   4.1,  26.2,  32.1,   6.8,   1.7,  63.4
2026071210020605,1,07112317,8,       8380,   6.3,  18.8,   4.2,  26.3,  32.7,   6.5,   1.7,  62.6
2026071210020605,1,07112325,8,       8576,   6.2,  18.4,   4.2,  27.0,  33.3,   6.5,   1.7,  64.1
2026071210020605,1,07112333,8,       8779,   6.1,  18.7,   4.3,  27.6,  33.7,   6.6,   1.7,  65.6
2026071210020605,1,07112342,8,      10031,   6.8,  20.5,   4.9,  31.3,  38.0,   7.3,   1.5,  69.7
2026071210020605,1,07112350,8,      10200,   6.8,  20.3,   5.0,  31.7,  38.6,   7.4,   1.5,  70.3
2026071210020605,1,07112358,8,      10690,   7.0,  20.6,   5.2,  30.3,  39.2,   7.5,   1.5,  70.0
2026071210020605,1,07120006,8,      11020,   7.1,  20.9,   5.2,  29.8,  40.0,   7.6,   1.4,  70.5
2026071210020605,1,07120015,8,      11195,   7.1,  21.0,   5.2,  29.7,  40.5,   7.3,   1.5,  71.0
2026071210020605,1,07120023,8,      11249,   7.1,  21.0,   5.2,  29.7,  39.4,   7.3,   1.5,  70.8
2026071210020605,1,07120031,8,      11502,   6.6,  20.4,   5.1,  30.3,  38.5,   7.4,   1.5,  71.3
2026071210020605,1,07120039,8,      11631,   6.7,  20.4,   5.2,  30.5,  38.6,   7.4,   1.5,  72.1
2026071210020605,1,07120048,8,      11991,   6.6,  20.9,   5.1,  31.1,  39.8,   7.5,   1.5,  73.2
2026071210020605,1,07120056,8,      12087,   6.6,  21.0,   5.0,  31.2,  39.7,   7.6,   1.5,  73.8
2026071210020605,1,07120104,8,      12229,   6.5,  20.7,   5.0,  31.5,  40.0,   7.6,   1.5,  74.6
2026071210020605,1,07120112,8,      12366,   6.5,  20.3,   5.1,  31.4,  40.5,   7.5,   1.5,  75.5
2026071210020605,1,07120121,8,      12507,   6.5,  20.2,   5.1,  31.7,  40.8,   7.5,   1.5,  76.3
2026071210020605,1,07120129,8,      12685,   6.5,  20.5,   5.1,  32.2,  41.4,   7.6,   1.5,  71.9
2026071210020605,1,07120137,8,      12932,   6.6,  20.0,   5.2,  32.5,  40.8,   7.5,   1.5,  71.8
2026071210020605,1,07120145,8,      13001,   6.6,  20.1,   5.2,  32.5,  40.9,   7.4,   1.5,  72.2
2026071210020605,1,07120154,8,      13165,   6.5,  19.7,   5.3,  32.9,  41.3,   7.4,   1.5,  72.1
2026071210020605,1,07120202,8,      13254,   6.5,  19.7,   5.2,  33.1,  41.5,   7.3,   1.5,  72.6
2026071210020605,1,07120210,8,      13348,   6.5,  19.6,   5.2,  33.2,  41.0,   7.2,   1.5,  73.1
2026071210020605,1,07120218,8,      13438,   6.5,  19.7,   5.2,  33.4,  41.1,   7.2,   1.5,  73.6
2026071210020605,1,07120227,8,      13532,   6.6,  19.9,   5.2,  33.7,  41.4,   7.2,   1.5,  74.1
2026071210020605,1,07120235,8,      13750,   6.6,  20.0,   5.2,  34.2,  41.9,   7.3,   1.5,  74.8
2026071210020605,1,07120243,8,      13860,   6.5,  20.1,   5.2,  34.5,  42.3,   7.3,   1.5,  75.4
2026071210020605,1,07120251,8,      13938,   6.5,  20.2,   5.3,  34.2,  42.5,   7.2,   1.5,  75.8
2026071210020605,1,07120300,8,      13973,   6.5,  20.2,   5.3,  34.2,  42.5,   7.1,   1.5,  76.0
2026071210020605,1,07120308,8,      14017,   6.5,  20.0,   5.3,  34.3,  42.6,   7.1,   1.5,  75.2
2026071210020605,1,07120316,8,      14107,   6.5,  20.1,   5.3,  34.6,  42.1,   7.0,   1.5,  75.2
2026071210020605,1,07120324,8,      14218,   6.6,  20.0,   5.3,  34.2,  41.3,   6.9,   1.5,  75.8
2026071210020605,1,07120333,8,      14285,   6.6,  20.1,   5.2,  34.3,  41.5,   6.9,   1.5,  75.6
2026071210020605,1,07120341,8,      14672,   6.7,  20.5,   5.3,  35.2,  42.5,   7.1,   1.5,  77.2
2026071210020605,1,07120349,8,      14707,   6.7,  20.5,   5.3,  35.3,  42.6,   7.1,   1.5,  77.4
2026071210020605,1,07120357,8,      14822,   6.8,  20.6,   5.4,  35.6,  42.9,   6.7,   1.5,  78.0
2026071210020605,1,07120406,8,      14894,   6.8,  20.6,   5.4,  35.6,  42.8,   6.7,   1.5,  77.8
2026071210020605,1,07120414,8,      14929,   6.8,  20.6,   5.4,  35.7,  42.9,   6.7,   1.5,  78.0
2026071210020605,1,07120422,8,      14962,   6.8,  20.7,   5.4,  35.4,  40.8,   6.7,   1.5,  78.2
2026071210020605,1,07120430,8,      15386,   7.0,  21.2,   5.5,  36.4,  41.8,   6.9,   1.4,  79.9
2026071210020605,1,07120439,8,      15581,   7.1,  21.4,   5.5,  36.5,  42.2,   6.6,   1.4,  80.4
2026071210020605,1,07120447,8,      15698,   7.1,  21.5,   5.5,  36.7,  41.7,   6.6,   1.4,  81.0
2026071210020605,1,07120455,8,      15931,   7.2,  21.7,   5.3,  36.7,  41.5,   6.5,   1.5,  79.6
2026071210020605,1,07120503,8,      16051,   7.0,  21.8,   5.4,  36.8,  41.6,   6.4,   1.5,  79.7
2026071210020605,1,07120512,8,      16108,   7.0,  21.8,   5.4,  36.8,  41.7,   6.4,   1.5,  80.0
2026071210020605,1,07120520,8,      16176,   7.0,  21.8,   5.4,  36.7,  41.7,   6.4,   1.5,  80.3
2026071210020605,1,07120528,8,      16340,   7.0,  21.8,   5.4,  37.1,  42.1,   6.5,   1.5,  80.1
2026071210020605,1,07120536,8,      16620,   6.4,  22.1,   5.4,  37.7,  42.8,   6.5,   1.5,  81.5
