ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘,13î‘,14î‘,15î‘
2026062005030511,1,06191840,15,         26,  20.8,   1.3,  10.4,   0.0,   0.0,  10.4,   0.0,   0.0,   0.0,   0.0,   3.4,   0.0,   0.0,   0.0,   0.0
2026062005030511,1,06191848,15,        240,   8.7,  10.1,  16.0,  17.4,  14.7,   6.8,  19.2,  17.4,  17.4,   4.1,  19.2,  17.4, 192.0,  14.7,   8.7
2026062005030511,1,06191856,15,        337,  10.7,   5.1,  20.7,  19.2,  19.2,   8.1,  24.5,  19.2,  20.7,   5.7,  19.2,  11.2,  89.8,   7.4,  11.2
2026062005030511,1,06191905,15,        518,   8.1,   6.9,  31.8,  29.6,  29.6,   6.3,  37.6,  27.6,  31.8,   8.2,  24.3,  17.2, 103.6,   3.0,  13.3
2026062005030511,1,06191913,15,        607,   8.6,   4.6,  37.3,  34.6,  28.5,   7.3,  34.6,  30.3,  37.3,   9.7,  16.1,  20.2,  34.6,   3.3,  15.1
2026062005030511,1,06191921,15,        748,  10.1,   5.1,  37.4,  35.2,  31.4,   6.9,  29.9,  33.2,  35.2,  11.2,   7.7,  23.0,  29.9,   3.5,  16.1
2026062005030511,1,06191929,15,        942,  12.1,   6.3,  41.8,  39.6,  37.6,   8.1,  35.8,  39.6,  35.8,  13.9,   4.0,  28.9,  24.3,   3.4,  19.3
2026062005030511,1,06191938,15,       1191,  14.6,   6.0,  29.7,  41.4,  47.6,   7.0,  35.2,  45.3,  43.3,  16.1,   4.9,  36.6,   8.2,   4.3,  12.2
2026062005030511,1,06191946,15,       1347,  16.0,   5.1,  21.5,  44.9,  48.9,   6.5,  35.9,  51.3,  46.8,  17.6,   5.4,  29.9,   8.2,   4.8,  11.9
2026062005030511,1,06191954,15,       1735,  20.4,   3.3,  27.2,  53.3,  57.8,   6.0,  33.8,  66.0,  49.5,  19.8,   6.3,  33.8,   9.9,   5.4,  12.9
2026062005030511,1,06192002,15,       2097,  24.6,   3.4,  32.2,  57.8,  64.5,   5.5,  32.8,  79.8,  59.9,  23.3,   7.2,  39.0,   8.1,   5.3,  10.2
2026062005030511,1,06192011,15,       2405,  24.0,   3.4,  26.7,  45.8,  66.3,   4.7,  31.0,  87.4,  64.1,  23.4,   7.9,  40.9,   8.4,   5.7,  11.1
2026062005030511,1,06192019,15,       2610,  24.0,   3.7,  25.7,  47.4,  42.6,   4.6,  32.1,  90.7,  69.6,  21.9,   6.5,  38.6,   8.6,   6.1,  11.8
2026062005030511,1,06192027,15,       3173,  28.2,   4.0,  29.8,  40.9,  25.6,   5.2,  36.7,  68.6,  66.8,  21.1,   5.5,  47.0,   7.0,   6.3,  13.2
2026062005030511,1,06192035,15,       3390,  26.3,   4.2,  30.8,  36.6,  26.8,   5.5,  38.1,  67.8,  64.5,  21.1,   5.6,  47.5,   7.4,   6.4,   9.0
2026062005030511,1,06192044,15,       3919,  28.7,   4.6,  30.7,  41.2,  30.4,   4.7,  43.5,  61.4,  65.3,  20.2,   5.0,  53.1,   7.8,   6.5,   9.8
2026062005030511,1,06192052,15,       4223,  28.8,   4.6,  32.8,  43.3,  31.5,   4.3,  46.2,  61.4,  53.6,  20.9,   5.4,  53.6,   8.2,   6.7,   9.2
2026062005030511,1,06192100,15,       4517,  30.1,   4.7,  32.2,  35.7,  32.8,   4.4,  37.6,  46.9,  44.6,  19.5,   5.3,  53.9,   8.7,   6.9,   9.4
2026062005030511,1,06192109,15,       4778,  30.5,   4.6,  31.8,  33.5,  33.8,   4.4,  39.4,  49.0,  46.0,  16.6,   5.5,  52.3,   8.9,   7.1,   9.1
2026062005030511,1,06192117,15,       5262,  29.0,   4.8,  34.7,  33.4,  35.9,   4.6,  40.4,  46.2,  47.2,  15.8,   5.5,  44.7,   8.8,   6.9,   8.6
2026062005030511,1,06192125,15,       6195,  33.2,   5.0,  34.1,  35.1,  41.3,   5.2,  47.2,  54.4,  54.4,  18.0,   3.7,  52.7,   8.3,   8.1,   9.6
2026062005030511,1,06192133,15,       6518,  30.8,   5.1,  34.7,  35.9,  41.7,   4.9,  46.5,  48.7,  53.7,  18.8,   3.8,  44.9,   8.3,   8.0,   9.6
2026062005030511,1,06192142,15,       6908,  32.7,   5.3,  33.6,  37.8,  42.8,   4.9,  33.4,  51.6,  47.6,  19.4,   3.9,  44.5,   8.3,   7.6,   9.3
2026062005030511,1,06192150,15,       7511,  34.7,   5.0,  34.1,  36.6,  39.5,   5.1,  34.3,  54.1,  50.9,  20.4,   4.1,  46.9,   8.4,   7.1,   9.1
2026062005030511,1,06192158,15,       7892,  34.6,   5.2,  35.2,  36.2,  39.9,   5.1,  30.9,  56.3,  51.3,  20.6,   4.1,  47.4,   8.5,   7.1,   8.3
2026062005030511,1,06192206,15,       8416,  36.5,   5.2,  36.1,  38.0,  42.6,   4.9,  33.0,  58.5,  45.8,  20.5,   4.3,  49.5,   8.3,   6.8,   8.4
2026062005030511,1,06192215,15,       8593,  36.7,   5.2,  36.3,  37.9,  41.9,   4.8,  33.2,  59.2,  46.1,  20.7,   4.3,  49.4,   8.4,   6.8,   8.4
2026062005030511,1,06192223,15,       9017,  36.4,   5.3,  36.6,  38.1,  40.7,   4.9,  34.5,  60.1,  47.4,  20.1,   4.3,  49.7,   8.2,   6.5,   8.6
2026062005030511,1,06192231,15,       9314,  33.7,   5.3,  37.4,  35.1,  41.3,   5.0,  35.1,  60.0,  48.3,  19.7,   4.3,  45.9,   8.4,   6.6,   8.6
2026062005030511,1,06192239,15,       9799,  35.3,   4.9,  35.3,  35.4,  42.8,   5.1,  36.1,  61.7,  45.3,  19.4,   4.4,  45.5,   8.5,   6.7,   8.7
2026062005030511,1,06192248,15,      10076,  35.6,   5.0,  28.7,  34.8,  43.1,   5.1,  36.9,  61.0,  46.3,  19.9,   4.4,  46.3,   8.6,   6.6,   8.6
2026062005030511,1,06192256,15,      10793,  31.9,   5.0,  30.5,  33.8,  45.4,   5.0,  38.8,  60.3,  49.0,  18.8,   4.5,  47.7,   7.9,   6.8,   8.8
2026062005030511,1,06192304,15,      11063,  32.6,   5.0,  29.9,  34.4,  46.3,   4.9,  37.9,  61.8,  50.2,  19.0,   4.6,  48.8,   7.8,   6.8,   8.9
2026062005030511,1,06192312,15,      11541,  32.6,   5.1,  26.3,  34.8,  44.8,   4.9,  38.3,  63.6,  49.1,  19.1,   4.7,  48.0,   7.3,   6.9,   8.9
2026062005030511,1,06192321,15,      12028,  33.5,   5.3,  27.4,  29.3,  46.4,   5.1,  39.1,  65.0,  50.6,  18.0,   4.8,  49.3,   6.4,   7.2,   9.0
2026062005030511,1,06192329,15,      12938,  33.1,   5.3,  28.5,  30.1,  48.3,   5.3,  41.5,  69.9,  47.9,  18.7,   4.5,  52.5,   6.6,   7.0,   9.0
2026062005030511,1,06192337,15,      13277,  33.6,   5.4,  28.7,  29.1,  48.5,   5.0,  39.7,  70.3,  47.8,  18.8,   4.5,  48.7,   6.8,   7.1,   9.1
2026062005030511,1,06192345,15,      13706,  34.6,   5.5,  28.5,  28.9,  49.3,   4.8,  38.6,  72.6,  49.1,  18.3,   4.5,  50.0,   7.0,   7.1,   9.1
2026062005030511,1,06192354,15,      13873,  35.0,   5.5,  27.3,  29.1,  49.3,   4.8,  38.5,  69.8,  48.2,  18.4,   4.6,  48.8,   7.0,   7.2,   8.9
2026062005030511,1,06200006,15,      14282,  35.8,   5.5,  27.0,  29.8,  46.4,   4.6,  39.3,  71.8,  49.4,  18.5,   4.7,  50.3,   7.1,   7.0,   9.1
2026062005030511,1,06200015,15,      14547,  35.5,   5.3,  27.1,  29.9,  47.1,   4.7,  39.9,  72.7,  49.9,  18.7,   4.8,  50.8,   7.1,   7.1,   8.8
