ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘,13î‘,14î‘,15î‘
2026062703020103,1,06261833,15,          0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026062703020103,1,06261841,15,          5,   4.0,   0.0,   4.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   2.0,   0.0,   4.0,   0.0,   0.0
2026062703020103,1,06261850,15,        224, 179.2, 179.2,  89.6, 179.2, 179.2,   0.0,   0.0,   1.7, 179.2,   1.7,  59.7,  35.8, 179.2,   0.0, 179.2
2026062703020103,1,06261858,15,        252, 201.6, 201.6,  67.2, 201.6, 201.6,  10.0,   0.0,   1.9,  40.3,   1.9,  67.2,  33.6, 201.6,   0.0, 201.6
2026062703020103,1,06261906,15,        305,  81.3,  81.3,  48.8,  61.0,  61.0,  11.0,   0.0,   2.2,  34.8,   2.3,  81.3,   6.7, 244.0, 122.0, 122.0
2026062703020103,1,06261914,15,        381,  50.8,  60.9,  50.8,  38.1,  14.5,  11.7,  60.9,   2.7,  33.8,   2.7,  60.9,   6.7,  76.2,  50.8,  21.7
2026062703020103,1,06261923,15,        428,  34.2,  34.2,  21.4,  31.1,  14.2,  13.1,  48.9,   3.0,  22.8,   3.0,  68.4,   7.2,  85.6,  28.5,  24.4
2026062703020103,1,06261931,15,        453,  22.6,  36.2,  20.1,  30.2,  14.4,  12.4,  51.7,   3.1,  24.1,   3.1,  72.4,   7.7,  90.6,  30.2,  15.1
2026062703020103,1,06261939,15,        533,  22.4,  26.6,  18.5,  19.3,  16.4,  14.2,  25.0,   3.5,  16.4,   3.6,  38.7,   7.3,  47.3,  28.4,  17.0
2026062703020103,1,06261947,15,        580,  24.4,  27.2,  19.3,  21.0,  16.5,  14.5,  27.2,   3.4,  16.0,   3.6,  38.6,   8.0,  46.4,  19.3,  18.5
2026062703020103,1,06261956,15,        731,  13.9,  32.4,  13.9,  21.6,  17.7,  14.9,  32.4,   4.0,  18.2,   4.3,  44.9,   5.0,  58.4,  15.3,  21.6
2026062703020103,1,06262004,15,        828,  15.7,  36.8,  15.7,  24.5,  16.9,  15.0,  34.8,   4.4,  11.4,   4.8,  47.3,   4.2,  60.2,  14.7,  24.5
2026062703020103,1,06262012,15,        929,  12.3,  35.3,  12.3,  23.2,  18.1,  16.1,  30.9,   4.7,  10.6,   4.5,  53.0,   4.7,  57.1,  16.5,  26.5
2026062703020103,1,06262020,15,        975,  11.8,  37.1,  12.7,  24.3,  12.5,  16.9,  32.5,   4.8,   9.6,   4.7,  55.7,   4.9,  60.0,  17.3,  27.8
2026062703020103,1,06262029,15,       1098,  12.5,  25.0,  12.0,  20.4,  10.0,  15.9,  33.7,   5.1,  10.4,   5.0,  48.8,   5.2,  67.5,  16.8,  30.2
2026062703020103,1,06262037,15,       1147,  11.9,  24.8,  12.0,  19.9,  10.4,  15.8,  35.2,   5.1,  10.5,   4.9,  48.2,   5.3,  70.5,  16.9,  30.5
2026062703020103,1,06262045,15,       1230,  12.4,  25.8,  10.4,  20.0,  10.2,  16.1,  35.1,   4.9,  10.4,   5.1,  51.7,   5.5,  75.6,  16.9,  31.7
2026062703020103,1,06262053,15,       1352,  13.6,  27.0,  10.4,  22.0,  10.5,  17.1,  38.6,   5.4,   9.7,   4.3,  56.9,   6.0,  83.2,  13.0,  33.8
2026062703020103,1,06262102,15,       1521,  14.6,  29.6,  11.3,  18.7,  11.7,  16.4,  32.8,   5.9,  10.8,   3.5,  64.0,   6.5,  86.9,  11.8,  36.8
2026062703020103,1,06262110,15,       1561,  13.1,  29.7,  11.5,  18.9,  11.7,  16.8,  32.8,   6.0,  10.8,   3.6,  65.7,   6.1,  89.2,  12.1,  37.8
2026062703020103,1,06262118,15,       1692,  13.1,  30.7,  10.4,  20.2,  12.4,  17.5,  35.6,   6.1,   7.4,   3.9,  67.6,   6.5,  96.6,  12.7,  39.8
2026062703020103,1,06262126,15,       1769,  13.1,  31.4,  10.6,  19.6,  12.4,  17.9,  36.2,   6.3,   7.7,   4.0,  70.7,   5.9, 101.0,  12.7,  31.4
2026062703020103,1,06262135,15,       2197,  15.2,  35.1,  12.8,  23.7,  12.3,  21.9,  41.8,   7.3,   8.6,   2.6,  70.3,   7.1, 117.1,  15.1,  37.3
2026062703020103,1,06262143,15,       2317,  14.5,  37.0,  12.9,  24.7,  12.6,  22.6,  39.4,   7.6,   7.2,   2.7,  66.2,   7.3, 123.5,  15.4,  29.8
2026062703020103,1,06262151,15,       2414,  14.8,  37.8,  12.5,  22.9,  12.0,  20.5,  39.4,   7.8,   7.3,   2.8,  68.9,   7.3, 120.7,  15.5,  26.4
2026062703020103,1,06262159,15,       2530,  14.6,  38.9,  11.9,  20.8,  11.9,  21.0,  41.3,   7.7,   7.6,   2.8,  72.2,   7.2, 119.0,  14.7,  27.7
2026062703020103,1,06262208,15,       2893,  16.5,  39.9,   9.6,  23.6,  13.0,  22.9,  15.5,   8.1,   6.2,   3.2,  82.6,   7.8, 136.1,  15.5,  31.7
2026062703020103,1,06262216,15,       2988,  16.2,  39.1,   9.8,  24.1,  13.3,  21.5,  15.9,   7.8,   6.0,   3.3,  85.3,   7.6, 132.8,  15.6,  32.7
2026062703020103,1,06262224,15,       3098,  16.1,  40.6,  10.0,  21.9,  12.9,  22.1,  16.5,   8.0,   6.0,   3.4,  82.6,   7.2, 123.9,  15.2,  33.4
2026062703020103,1,06262232,15,       3204,  15.4,  42.0,   9.5,  22.2,  13.1,  22.2,  16.9,   8.1,   6.2,   3.4,  85.4,   7.2, 122.0,  14.0,  29.8
2026062703020103,1,06262241,15,       3292,  13.2,  41.8,   9.6,  22.5,  13.5,  20.9,  17.4,   8.2,   6.3,   3.5,  79.8,   7.3, 119.7,  14.3,  30.2
2026062703020103,1,06262249,15,       3386,  13.2,  42.3,   9.6,  22.2,  13.6,  19.3,  17.9,   8.0,   6.4,   3.5,  79.6,   7.4, 108.3,  14.4,  31.1
2026062703020103,1,06262257,15,       3554,  13.4,  43.0,   8.7,  22.5,  13.4,  16.1,  18.2,   8.4,   6.5,   3.6,  83.6,   7.4, 101.5,  14.5,  31.9
2026062703020103,1,06262305,15,       3630,  13.6,  42.7,   8.5,  23.0,  13.2,  16.2,  18.6,   8.2,   6.3,   3.6,  85.4,   7.5, 103.7,  14.8,  31.9
2026062703020103,1,06262314,15,       3996,  13.2,  46.3,   8.4,  24.4,  14.0,  17.6,  20.2,   7.2,   6.5,   3.5,  86.4,   7.8, 106.5,  15.9,  34.3
2026062703020103,1,06262322,15,       4064,  13.0,  47.1,   8.1,  24.6,  14.0,  17.0,  20.5,   7.3,   6.5,   3.5,  87.8,   7.8, 104.8,  15.7,  34.5
2026062703020103,1,06262330,15,       4394,  13.4,  50.9,   8.7,  14.9,  14.6,  17.8,  20.8,   6.4,   6.5,   3.7,  90.1,   8.4, 103.3,  17.0,  30.0
2026062703020103,1,06262338,15,       4551,  13.7,  51.2,   8.4,  15.4,  15.0,  18.1,  21.5,   6.3,   6.2,   3.8,  91.0,   8.3, 104.0,  17.6,  31.1
2026062703020103,1,06262347,15,       4852,  13.8,  47.3,   8.8,  15.9,  15.8,  11.8,  22.0,   6.7,   6.4,   3.9,  84.3,   8.1,  99.5,  17.8,  32.6
2026062703020103,1,06262355,15,       4942,  13.9,  47.6,   9.0,  16.0,  15.7,  11.8,  20.0,   6.8,   6.2,   4.0,  70.6,   8.3, 101.3,  17.4,  33.2
2026062703020103,1,06262359,15,       4986,  13.8,  45.3,   9.0,  16.1,  15.8,  11.9,  20.1,   6.9,   6.1,   4.0,  71.2,   8.1, 102.2,  17.5,  33.5
2026062703020103,1,06270007,15,       5201,  14.2,  46.7,   9.2,  16.8,  15.9,  11.3,  21.0,   7.1,   6.1,   3.9,  71.7,   7.6, 106.6,  18.0,  34.6
2026062703020103,1,06270015,15,       5282,  14.1,  44.0,   9.1,  16.7,  14.7,  11.5,  21.3,   7.1,   6.1,   4.0,  71.6,   7.7, 108.3,  18.3,  35.2
2026062703020103,1,06270024,15,       5405,  14.3,  41.5,   8.7,  16.8,  14.6,  11.7,  21.8,   7.2,   6.1,   4.0,  73.2,   7.6, 105.4,  18.6,  33.2
2026062703020103,1,06270032,15,       5481,  14.3,  38.4,   8.7,  17.0,  14.2,  11.5,  22.1,   7.2,   6.2,   4.1,  74.3,   7.6,  95.3,  18.9,  33.7
2026062703020103,1,06270040,15,       5701,  14.8,  39.6,   9.0,  17.4,  14.0,  11.9,  23.0,   6.4,   6.3,   4.2,  77.3,   7.1,  97.0,  18.7,  33.7
2026062703020103,1,06270048,15,       5860,  15.2,  40.7,   9.2,  17.8,  14.3,  11.8,  23.6,   6.6,   5.6,   4.3,  78.1,   7.2,  99.7,  18.9,  34.4
2026062703020103,1,06270057,15,       6278,  15.5,  42.5,   9.1,  18.8,  13.0,  12.1,  24.6,   7.0,   5.8,   4.4,  76.0,   6.2, 106.8,  18.8,  35.1
2026062703020103,1,06270105,15,       6434,  15.4,  40.8,   9.2,  19.2,  12.4,  12.4,  25.2,   7.1,   5.5,   4.5,  77.9,   6.3, 109.5,  19.1,  35.7
2026062703020103,1,06270113,15,       6591,  15.0,  41.1,   9.2,  19.5,  11.3,  12.6,  25.5,   7.2,   5.5,   4.5,  78.6,   6.4, 112.1,  19.0,  36.3
2026062703020103,1,06270121,15,       6664,  15.1,  41.0,   9.1,  19.6,  11.2,  12.7,  25.8,   7.2,   5.5,   4.5,  79.5,   6.5, 113.4,  18.8,  34.1
2026062703020103,1,06270130,15,       6965,  15.5,  42.8,   9.5,  20.4,  11.5,  13.2,  26.9,   7.4,   5.6,   4.7,  83.1,   5.3, 103.1,  19.6,  33.1
2026062703020103,1,06270138,15,       7022,  15.6,  42.8,   9.4,  20.5,  11.3,  13.2,  27.1,   7.5,   5.6,   4.7,  83.8,   5.3, 104.0,  19.7,  33.2
2026062703020103,1,06270146,15,       7113,  15.3,  42.1,   9.4,  20.6,  11.4,  13.3,  27.3,   7.6,   5.7,   4.6,  72.0,   5.4, 105.3,  19.6,  33.4
2026062703020103,1,06270154,15,       7190,  14.7,  41.9,   9.4,  20.7,  11.5,  13.4,  27.3,   7.5,   5.7,   4.7,  71.9,   5.3, 104.5,  19.8,  33.6
2026062703020103,1,06270203,15,       7270,  14.8,  41.5,   9.5,  20.9,  11.3,  13.5,  27.6,   7.6,   5.7,   4.6,  68.4,   5.4, 103.8,  19.9,  30.9
2026062703020103,1,06270211,15,       7337,  14.8,  40.2,   9.6,  21.1,  11.4,  12.9,  27.9,   7.6,   5.7,   4.6,  68.2,   5.4, 101.2,  20.0,  31.2
2026062703020103,1,06270219,15,       7497,  14.9,  41.0,   9.5,  21.5,  11.1,  12.7,  28.5,   7.7,   5.7,   4.6,  69.7,   5.5, 101.6,  19.2,  28.8
2026062703020103,1,06270227,15,       7905,  15.5,  43.0,   9.8,  22.5,  11.7,  13.3,  30.1,   5.9,   5.7,   4.9,  68.7,   5.8, 107.1,  20.2,  29.9
2026062703020103,1,06270236,15,       8035,  15.6,  43.4,   9.2,  22.8,  11.9,  13.5,  30.3,   6.0,   5.6,   4.9,  69.8,   5.9, 107.1,  20.1,  30.4
2026062703020103,1,06270244,15,       8112,  15.6,  43.8,   9.3,  23.0,  11.8,  13.6,  30.4,   5.9,   5.6,   5.0,  70.5,   5.8, 108.1,  20.2,  29.3
2026062703020103,1,06270252,15,       8180,  15.7,  41.4,   9.2,  22.8,  11.6,  13.8,  30.7,   5.9,   5.6,   5.0,  70.3,   5.8, 107.2,  20.3,  29.6
2026062703020103,1,06270300,15,       8261,  15.4,  41.8,   9.3,  23.1,  11.5,  13.8,  31.0,   5.9,   5.6,   4.9,  71.0,   5.9, 108.3,  20.5,  29.7
2026062703020103,1,06270309,15,       8402,  15.7,  42.5,   9.4,  23.4,   9.9,  14.1,  31.5,   6.0,   5.6,   5.0,  72.2,   6.0, 108.4,  20.6,  30.1
2026062703020103,1,06270317,15,       8507,  15.7,  42.8,   9.5,  23.6,  10.0,  14.2,  31.9,   6.1,   5.6,   5.0,  73.1,   5.7, 108.0,  20.8,  30.5
2026062703020103,1,06270325,15,       8601,  15.7,  43.2,   9.6,  23.8,  10.2,  14.4,  32.3,   6.1,   5.5,   5.0,  73.9,   5.7, 107.5,  21.0,  30.1
2026062703020103,1,06270333,15,       8648,  15.7,  43.5,   9.6,  24.0,  10.2,  14.4,  32.0,   6.1,   5.4,   5.0,  73.6,   5.7, 108.1,  21.0,  30.3
2026062703020103,1,06270342,15,       8703,  15.8,  42.4,   9.5,  24.1,  10.0,  14.5,  32.2,   6.2,   5.4,   5.0,  74.0,   5.7, 107.1,  20.7,  30.5
2026062703020103,1,06270350,15,       8743,  15.8,  41.3,   9.5,  24.2,  10.0,  14.6,  32.3,   6.2,   5.4,   5.0,  73.6,   5.7, 107.6,  20.6,  30.2
2026062703020103,1,06270358,15,       8825,  16.0,  41.7,   9.6,  24.4,  10.1,  14.7,  32.6,   6.2,   5.5,   4.9,  74.3,   5.7, 108.6,  20.8,  28.1
2026062703020103,1,06270406,15,       8897,  15.0,  42.1,   9.7,  23.9,   9.9,  14.8,  32.8,   6.3,   5.5,   4.9,  74.9,   5.7, 107.8,  20.9,  28.1
2026062703020103,1,06270415,15,       8948,  14.8,  41.8,   9.7,  24.0,   9.9,  14.8,  32.9,   6.3,   5.5,   4.9,  75.3,   5.8, 108.4,  21.0,  28.2
2026062703020103,1,06270423,15,       8963,  14.9,  41.9,   9.7,  24.0,   9.9,  14.9,  33.0,   6.3,   5.5,   4.9,  75.4,   5.8, 108.6,  21.0,  28.0
