ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘,13î‘
2026071903020805,1,07181934,13,         21,   0.0,   0.0,   0.0,   3.3,   0.0,   0.0,   0.0,   0.0,   1.1,   0.0,   0.0,   0.0,   0.0
2026071903020805,1,07181942,13,         91,  12.1,   9.1,   0.0,   6.6,  72.8,   0.0,  72.8,  72.8,   2.1,  36.4,   3.3,   0.0,  14.5
2026071903020805,1,07181950,13,        220,  17.6,   4.1,  88.0,   4.0,  25.1,  19.5,  44.0,  58.6,   4.2,  13.5,   4.5, 176.0,  29.3
2026071903020805,1,07181959,13,        351,  18.7,   2.5, 140.4,   5.2,  20.0,  25.5,  40.1,  70.2,   4.8,  16.5,   5.6, 280.8,  46.8
2026071903020805,1,07182007,13,        600,  19.2,   3.8, 120.0,   5.7,  12.0,  30.0,  40.0,  96.0,   2.4,  26.6,   6.9, 240.0,  60.0
2026071903020805,1,07182015,13,        772,  22.0,   4.8,  88.2,   3.0,  14.7,  28.0,  34.3, 123.5,   3.0,  29.4,   7.9, 123.5,  51.4
2026071903020805,1,07182023,13,       1193,  29.8,   3.6,  34.0,   2.6,  19.0,  32.9,  32.9,  36.7,   3.8,  41.4,  10.6, 159.0,  56.1
2026071903020805,1,07182032,13,       1426,  35.6,   3.1,  39.3,   3.0,  20.7,  27.1,  34.5,  40.7,   3.7,  34.5,  10.1, 190.1,  67.1
2026071903020805,1,07182040,13,       1739,  40.9,   3.5,  46.3,   3.5,  22.0,  24.4,  35.6,  42.1,   2.6,  40.9,  11.9, 231.8,  81.8
2026071903020805,1,07182048,13,       1902,  41.1,   3.8,  50.7,   3.2,  20.8,  26.6,  38.0,  42.2,   2.6,  41.1,  12.8, 190.2,  80.0
2026071903020805,1,07182056,13,       2665,  53.3,   5.1,  68.7,   3.6,  12.2,  28.4,  42.6,  53.3,   2.0,  46.3,  16.0, 236.8, 106.6
2026071903020805,1,07182105,13,       2838,  50.4,   5.2,  66.7,   3.5,  12.1,  28.0,  41.2,  55.3,   2.0,  38.4,  15.9, 189.2, 108.1
2026071903020805,1,07182113,13,       3130,  41.0,   5.6,  71.5,   3.6,  11.1,  20.3,  38.5,  45.5,   2.1,  41.0,  17.5, 119.2,  58.2
2026071903020805,1,07182121,13,       3266,  42.1,   5.6,  72.5,   3.5,  11.5,  19.0,  35.3,  46.6,   2.1,  41.4,  16.9, 124.4,  59.3
