ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘,13î‘,14î‘,15î‘,16î‘
2026062109030607,1,06201935,16,          8,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   1.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026062109030607,1,06201943,16,         66,  52.8,  26.4,   0.0,   0.0,  52.8,  26.4,   0.0,   5.8,  26.4,   5.2,  26.4,   3.1,  26.4,   5.8,  13.2,  10.5
2026062109030607,1,06201951,16,        138,   9.2,  15.7,   6.4,  22.0,  22.0,  27.6,   0.0,   9.2,  13.8,   5.5,  55.2,   5.5,  22.0,   9.2,  27.6,  22.0
2026062109030607,1,06202000,16,        223,  13.7,  25.4,   4.4,   8.1,  29.7,  44.6,   0.0,   7.4,  17.8,   8.1,  89.2,   8.1,  17.8,  11.8,  16.2,  11.8
2026062109030607,1,06202008,16,        346,  19.7,  14.5,   4.2,   9.5,  25.1,  25.1,  55.3,   9.2,  11.0,  10.2,  69.2,  11.5,   8.9,  16.2,  14.5,  18.4
2026062109030607,1,06202016,16,        401,  20.0,  16.0,   4.7,  10.6,  16.8,  29.1,  64.1,   9.4,   8.0,  11.4,  80.2,  13.3,   7.8,  15.2,  16.0,  16.0
2026062109030607,1,06202024,16,        510,  24.0,  12.7,   5.5,  11.3,  14.0,  27.2,  58.2,  10.2,   7.5,  14.0, 102.0,  13.6,   6.5,  11.3,  17.7,  17.7
2026062109030607,1,06202033,16,        555,  24.6,  12.6,   5.9,  10.8,  13.8,  29.6,  40.3,   9.8,   7.6,  12.3, 111.0,  13.8,   6.9,  10.5,  18.5,  19.3
2026062109030607,1,06202041,16,        667,  16.1,  12.1,   6.3,  11.8,  14.0,  31.3,  44.4,  11.8,   5.8,  14.4, 106.7,  14.0,   7.8,  10.6,  21.3,  15.6
2026062109030607,1,06202049,16,        741,  15.2,  11.1,   6.5,  12.0,  15.6,  34.8,  42.3,  12.8,   5.2,  15.2,  98.8,  13.7,   8.5,  10.7,  22.8,  13.4
2026062109030607,1,06202057,16,        886,  16.4,  11.8,   7.1,  10.9,  15.0,  33.7,  44.3,  13.1,   4.9,  11.8, 118.1,  10.7,   9.5,  12.6,  22.1,  15.7
2026062109030607,1,06202106,16,       1153,  19.6,  12.9,   3.0,  13.7,  17.7,  35.4,  51.2,  15.9,   5.9,  13.1, 153.7,  13.9,  11.8,  16.1,  27.1,  19.2
2026062109030607,1,06202114,16,       1386,  20.1,  15.4,   3.5,  10.9,  12.7,  41.0,  58.3,  17.0,   5.2,  13.5, 138.6,  13.6,   9.4,  18.1,  29.9,  21.3
2026062109030607,1,06202122,16,       1469,  17.8,  15.0,   3.6,  10.9,  12.6,  43.5,  55.9,  15.0,   5.2,  14.1, 146.9,  14.3,   9.7,  18.9,  29.3,  20.9
2026062109030607,1,06202130,16,       1649,  19.6,  16.6,   3.0,  11.9,  12.9,  33.8,  62.8,  16.6,   5.6,  15.1, 146.5,  15.8,  10.9,  19.4,  27.4,  20.2
2026062109030607,1,06202139,16,       1857,  19.8,  16.3,   3.1,  11.8,   9.3,  30.9,  57.1,  18.1,   5.6,  16.3, 135.0,  16.8,  11.7,  20.0,  30.3,  18.5
2026062109030607,1,06202147,16,       2101,  21.2,  18.2,   3.3,  13.1,  10.3,  33.6,  64.6,  16.9,   4.2,  18.2, 152.8,  18.4,  12.1,  20.4,  28.4,  16.3
2026062109030607,1,06202155,16,       2188,  21.8,  18.4,   3.5,  13.3,  10.6,  30.7,  60.3,  16.3,   4.4,  13.4, 159.1,  17.1,  12.5,  21.0,  29.1,  16.8
2026062109030607,1,06202203,16,       2362,  23.6,  19.6,   3.7,  14.1,  11.3,  32.5,  65.1,  14.8,   4.5,  13.3, 134.9,  18.1,  13.5,  22.4,  12.5,  16.2
2026062109030607,1,06202212,16,       2439,  24.3,  20.1,   3.8,  14.2,  11.6,  32.5,  65.0,  15.0,   4.6,  12.5, 130.0,  17.1,  14.0,  22.4,  10.8,  16.6
2026062109030607,1,06202220,16,       2597,  24.7,  21.2,   4.0,  14.8,  10.3,  34.0,  67.0,  15.8,   4.1,  12.9, 129.8,  17.6,  14.6,  20.9,  10.9,  17.6
2026062109030607,1,06202228,16,       2729,  25.6,  22.0,   4.2,  14.4,  10.9,  35.2,  68.2,  16.5,   4.0,  13.3, 136.4,  12.7,  15.1,  20.9,  10.8,  18.3
2026062109030607,1,06202236,16,       2985,  26.8,  22.5,   4.5,  15.2,  11.4,  34.1,  70.2,  17.6,   3.7,  12.6, 132.6,  12.9,  14.8,  21.1,  10.0,  19.2
2026062109030607,1,06202245,16,       3104,  24.3,  22.7,   4.5,  15.5,  11.7,  35.4,  70.9,  18.2,   3.5,  12.9, 130.6,  13.3,  15.0,  21.7,  10.0,  19.8
2026062109030607,1,06202253,16,       3206,  25.1,  23.5,   4.7,  13.6,  11.8,  36.6,  71.2,  18.5,   3.5,  12.8, 134.9,  12.9,  15.1,  22.3,   9.8,  19.8
2026062109030607,1,06202301,16,       3332,  25.8,  22.4,   4.8,  13.8,  12.1,  37.5,  68.3,  18.9,   3.5,  12.2, 126.9,  12.1,  15.1,  21.4,  10.0,  19.8
2026062109030607,1,06202309,16,       3529,  25.6,  23.1,   5.0,  13.1,  11.0,  39.7,  67.2,  20.0,   3.6,  12.8,  64.1,  10.3,  15.5,  22.4,  10.2,  21.0
2026062109030607,1,06202318,16,       3683,  26.7,  22.1,   4.7,  13.2,  11.0,  41.4,  70.1,  19.7,   3.7,  13.4,  65.4,  10.7,  15.4,  23.2,  10.1,  21.8
2026062109030607,1,06202326,16,       3832,  24.9,  22.8,   4.8,  13.6,  11.2,  41.9,  71.2,  19.1,   3.5,  13.8,  68.1,  10.9,  15.7,  23.5,  10.2,  22.2
2026062109030607,1,06202334,16,       3937,  25.4,  22.0,   4.9,  13.4,  11.2,  42.5,  69.9,  19.3,   3.5,  13.9,  69.9,  10.9,  15.8,  23.6,   9.8,  22.8
2026062109030607,1,06202342,16,       4014,  25.2,  22.1,   4.9,  13.3,  11.1,  42.8,  68.3,  19.4,   3.6,  13.7,  69.8,  10.9,  15.1,  23.1,   9.8,  22.4
2026062109030607,1,06202351,16,       4051,  24.3,  22.3,   5.0,  13.0,  11.2,  43.2,  68.9,  19.6,   3.6,  13.6,  70.4,  11.0,  15.0,  23.1,   9.6,  22.5
