ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘
2026070510020406,1,07041934,11,          3,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   1.2,   0.0,   0.0,   2.4
2026070510020406,1,07041942,11,         66,  13.2,  17.6,   5.2,  17.6,   0.0,   1.7,  10.5,  17.6,  17.6,  52.8,  17.6
2026070510020406,1,07041951,11,        299,   2.0,  34.1,   7.2,  26.5,  47.8,   5.9,  18.4,  21.7,   5.2,  29.9,  29.9
2026070510020406,1,07041959,11,        389,   2.2,  25.9,   6.2,  28.2,  44.4,   6.9,  12.4,  23.9,   5.1,  22.2,  22.2
2026070510020406,1,07042007,11,        640,   3.3,  16.0,   8.0,  46.5,  46.5,   3.1,  12.1,  20.4,   5.4,  21.3,  30.1
2026070510020406,1,07042015,11,        805,   3.3,  14.3,   5.3,  40.2,  46.0,   3.5,  11.7,  23.0,   6.1,  24.7,  32.2
2026070510020406,1,07042024,11,       1237,   3.8,  17.6,   2.8,  43.0,  43.0,   5.0,   8.9,  27.4,   7.6,  31.9,  36.6
2026070510020406,1,07042032,11,       1329,   3.8,  17.4,   2.9,  34.2,  34.2,   5.2,   9.0,  23.1,   7.4,  28.7,  36.6
2026070510020406,1,07042040,11,       1452,   3.4,  17.8,   3.1,  34.1,  35.2,   5.6,   9.1,  23.2,   7.3,  28.3,  36.3
2026070510020406,1,07042048,11,       1556,   3.4,  18.3,   3.2,  33.6,  37.7,   5.7,   8.5,  24.8,   7.1,  28.9,  33.6
2026070510020406,1,07042057,11,       1685,   3.5,  16.0,   3.2,  29.9,  32.0,   5.9,   8.4,  22.4,   7.0,  29.3,  29.9
2026070510020406,1,07042105,11,       1800,   3.6,  15.8,   3.4,  30.6,  32.7,   6.1,   8.5,  21.1,   6.0,  25.2,  30.6
2026070510020406,1,07042113,11,       2374,   4.7,  19.5,   3.5,  37.2,  38.7,   3.4,   9.8,  21.1,   6.7,  28.7,  32.1
2026070510020406,1,07042121,11,       3217,   6.0,  24.5,   4.6,  46.7,  40.8,   2.0,  12.7,  27.3,   8.0,  36.7,  40.2
2026070510020406,1,07042130,11,       3445,   5.4,  25.2,   4.8,  45.9,  40.5,   2.1,  12.0,  22.7,   7.6,  35.3,  42.4
2026070510020406,1,07042138,11,       3584,   5.4,  26.0,   5.0,  47.0,  34.9,   2.2,  11.3,  21.5,   6.8,  32.9,  43.4
2026070510020406,1,07042146,11,       3831,   5.6,  27.1,   4.4,  40.8,  30.9,   2.3,  11.5,  21.7,   6.9,  32.2,  39.2
2026070510020406,1,07042154,11,       4002,   5.4,  20.0,   4.6,  41.0,  31.6,   2.4,  11.7,  19.1,   6.8,  32.3,  39.5
2026070510020406,1,07042203,11,       4426,   4.8,  21.2,   4.9,  43.1,  32.4,   2.6,  12.2,  20.1,   6.9,  16.5,  41.1
2026070510020406,1,07042211,11,       4573,   4.8,  21.5,   4.9,  44.0,  32.9,   2.6,  12.2,  20.5,   6.3,  17.0,  39.7
2026070510020406,1,07042219,11,       4787,   4.9,  20.8,   4.9,  39.8,  32.4,   2.8,  11.3,  19.6,   6.2,  16.1,  39.8
2026070510020406,1,07042227,11,       4901,   4.8,  20.2,   5.0,  40.8,  33.2,   2.8,  11.4,  19.2,   5.9,  16.2,  40.4
2026070510020406,1,07042236,11,       5069,   4.8,  20.4,   5.0,  40.5,  33.2,   2.9,  11.5,  19.3,   5.7,  16.7,  40.1
2026070510020406,1,07042244,11,       5221,   4.8,  18.1,   5.1,  41.7,  32.8,   2.9,  11.4,  18.9,   5.4,  17.1,  39.0
2026070510020406,1,07042252,11,       5374,   4.6,  18.2,   5.2,  42.1,  33.0,   3.0,  11.4,  18.6,   5.5,  17.4,  39.8
2026070510020406,1,07042300,11,       5531,   4.6,  17.9,   5.2,  38.8,  33.7,   3.0,  11.2,  18.8,   5.3,  16.8,  39.8
2026070510020406,1,07042309,11,       5657,   4.6,  17.3,   5.1,  39.3,  33.0,   3.1,  11.0,  19.1,   5.3,  17.1,  40.4
2026070510020406,1,07042317,11,       5855,   4.7,  17.8,   5.3,  40.7,  33.6,   3.2,  11.3,  19.6,   4.7,  17.6,  41.8
2026070510020406,1,07042325,11,       6088,   4.6,  17.4,   5.2,  41.9,  34.0,   3.3,  11.1,  18.8,   4.6,  18.2,  38.6
2026070510020406,1,07042333,11,       6213,   4.5,  17.7,   5.2,  38.8,  34.2,   3.4,  11.0,  18.9,   4.6,  18.0,  36.5
2026070510020406,1,07042342,11,       6474,   4.4,  17.4,   5.2,  39.5,  32.5,   3.5,  10.8,  19.6,   4.6,  17.4,  37.5
2026070510020406,1,07042350,11,       6501,   4.4,  17.3,   5.2,  39.4,  32.7,   3.5,  10.8,  19.6,   4.7,  17.5,  37.1
2026070510020406,1,07042358,11,       6592,   4.4,  17.1,   5.3,  39.9,  33.1,   3.5,  10.5,  19.7,   4.7,  17.1,  36.1
2026070510020406,1,07050006,11,       6675,   4.4,  17.1,   5.2,  39.5,  32.7,   3.5,  10.4,  19.8,   4.7,  17.2,  36.0
2026070510020406,1,07050015,11,       6832,   4.2,  17.0,   5.3,  40.4,  32.5,   3.6,  10.6,  19.5,   4.7,  17.4,  36.9
2026070510020406,1,07050023,11,       6886,   4.2,  17.1,   5.3,  40.5,  32.5,   3.6,  10.4,  19.5,   4.8,  17.6,  37.2
2026070510020406,1,07050031,11,       7005,   4.2,  17.2,   5.3,  40.6,  32.5,   3.7,  10.4,  19.7,   4.6,  17.7,  37.1
2026070510020406,1,07050039,11,       7158,   4.2,  16.3,   5.3,  40.6,  32.9,   3.7,  10.5,  19.8,   4.5,  18.0,  36.2
2026070510020406,1,07050048,11,       7304,   4.1,  16.1,   5.4,  40.5,  31.7,   3.8,  10.3,  19.8,   4.5,  18.3,  34.9
2026070510020406,1,07050056,11,       7415,   4.1,  16.3,   5.4,  40.6,  32.0,   3.9,   9.5,  20.1,   4.6,  18.2,  35.5
2026070510020406,1,07050104,11,       7562,   4.1,  16.4,   5.4,  41.4,  32.7,   3.9,   8.9,  20.5,   4.5,  18.6,  36.2
2026070510020406,1,07050112,11,       7637,   4.2,  16.5,   5.4,  41.8,  32.1,   3.9,   8.9,  20.7,   4.5,  18.6,  36.5
2026070510020406,1,07050121,11,       7736,   4.1,  16.6,   5.4,  42.1,  31.4,   4.0,   8.8,  20.6,   4.5,  18.8,  36.8
2026070510020406,1,07050129,11,       7833,   4.1,  16.8,   5.4,  42.3,  31.4,   4.0,   8.8,  19.9,   4.5,  18.9,  37.0
2026070510020406,1,07050137,11,       7893,   4.1,  16.8,   5.4,  42.6,  31.4,   4.0,   8.6,  19.8,   4.5,  19.0,  37.3
2026070510020406,1,07050145,11,       7939,   4.1,  16.9,   5.4,  42.9,  31.4,   4.0,   8.6,  19.7,   4.5,  19.0,  37.1
2026070510020406,1,07050154,11,       8063,   4.1,  17.0,   5.4,  43.2,  31.0,   4.1,   8.4,  19.9,   4.4,  19.1,  37.2
2026070510020406,1,07050202,11,       8106,   4.1,  16.9,   5.5,  43.2,  30.8,   4.1,   8.4,  19.9,   4.4,  19.1,  37.2
2026070510020406,1,07050210,11,       8204,   4.1,  17.0,   5.5,  42.8,  30.9,   4.1,   8.5,  20.0,   4.4,  19.1,  37.5
2026070510020406,1,07050218,11,       8277,   4.0,  17.1,   5.5,  43.2,  31.2,   4.1,   8.5,  20.1,   4.3,  19.3,  37.6
2026070510020406,1,07050227,11,       8370,   3.9,  17.3,   5.5,  43.4,  31.4,   4.2,   8.6,  20.4,   4.4,  19.4,  38.0
2026070510020406,1,07050235,11,       8406,   3.9,  17.3,   5.5,  43.6,  31.4,   4.2,   8.5,  20.5,   4.3,  19.5,  37.9
2026070510020406,1,07050243,11,       8452,   3.9,  17.4,   5.5,  43.9,  30.8,   4.2,   8.6,  20.6,   4.3,  19.1,  36.1
2026070510020406,1,07050252,11,       8519,   3.9,  17.5,   5.6,  43.9,  30.6,   4.2,   8.5,  20.5,   4.3,  19.1,  36.2
2026070510020406,1,07050300,11,       8564,   3.9,  17.3,   5.6,  44.2,  30.4,   4.2,   8.5,  20.3,   4.3,  19.2,  35.4
2026070510020406,1,07050308,11,       8604,   4.0,  17.2,   5.6,  44.4,  30.5,   4.3,   8.6,  19.7,   4.3,  19.3,  35.6
2026070510020406,1,07050316,11,       8650,   3.9,  17.3,   5.6,  44.6,  30.6,   4.3,   8.5,  19.8,   4.3,  19.4,  35.6
2026070510020406,1,07050325,11,       8782,   3.8,  17.4,   5.7,  45.0,  30.9,   4.3,   8.6,  20.0,   4.3,  19.6,  36.0
2026070510020406,1,07050333,11,       8852,   3.7,  17.5,   5.7,  44.8,  30.7,   4.3,   8.6,  20.0,   4.4,  19.7,  35.7
2026070510020406,1,07050341,11,       8886,   3.7,  17.5,   5.7,  44.4,  30.7,   4.3,   8.5,  19.9,   4.4,  19.6,  35.7
2026070510020406,1,07050349,11,       8908,   3.7,  17.5,   5.7,  44.5,  30.8,   4.4,   8.5,  20.0,   4.4,  19.7,  35.8
2026070510020406,1,07050358,11,       8931,   3.7,  17.5,   5.7,  44.6,  30.9,   4.4,   8.5,  19.9,   4.4,  19.7,  35.9
2026070510020406,1,07050406,11,       8977,   3.7,  17.6,   5.7,  44.8,  30.9,   4.4,   8.5,  20.0,   4.4,  19.2,  36.0
2026070510020406,1,07050414,11,       9060,   3.7,  17.6,   5.8,  45.3,  31.2,   4.4,   8.2,  20.2,   4.4,  19.1,  34.3
2026070510020406,1,07050422,11,       9133,   3.7,  17.6,   5.8,  45.1,  31.3,   4.5,   8.1,  20.0,   4.4,  19.1,  34.6
2026070510020406,1,07050431,11,       9150,   3.7,  17.7,   5.8,  44.6,  31.4,   4.5,   8.1,  19.8,   4.4,  19.2,  34.6
2026070510020406,1,07050439,11,       9215,   3.7,  17.6,   5.8,  44.4,  31.1,   4.5,   8.1,  19.6,   4.4,  19.0,  34.4
2026070510020406,1,07050447,11,       9230,   3.7,  17.6,   5.8,  44.4,  31.0,   4.5,   8.1,  19.6,   4.4,  19.0,  34.5
2026070510020406,1,07050455,11,       9284,   3.7,  17.7,   5.8,  44.7,  31.2,   4.5,   8.1,  19.8,   4.4,  19.1,  34.3
2026070510020406,1,07050504,11,       9323,   3.7,  17.4,   5.9,  44.9,  30.9,   4.5,   8.1,  19.8,   4.4,  19.1,  34.3
2026070510020406,1,07050512,11,       9470,   3.7,  17.7,   5.9,  45.6,  31.1,   4.6,   8.2,  19.7,   4.2,  19.3,  34.7
2026070510020406,1,07050520,11,       9519,   3.7,  17.7,   5.9,  45.8,  31.3,   4.6,   8.1,  19.7,   4.2,  19.4,  34.9
2026070510020406,1,07050528,11,       9614,   3.7,  17.6,   6.0,  45.7,  30.0,   4.6,   8.1,  19.9,   4.1,  19.4,  34.9
2026070510020406,1,07050537,11,       9924,   3.6,  17.2,   5.8,  46.9,  30.8,   4.8,   8.1,  20.2,   4.2,  19.9,  35.7
2026070510020406,1,07050545,11,      10020,   3.6,  17.4,   5.7,  47.4,  31.1,   4.8,   8.0,  20.3,   4.2,  20.0,  35.7
2026070510020406,1,07050553,11,      10158,   3.6,  17.6,   5.7,  47.8,  31.4,   4.9,   7.9,  20.2,   4.1,  19.8,  36.2
2026070510020406,1,07050601,11,      10262,   3.6,  17.7,   5.7,  48.2,  31.6,   4.9,   8.0,  20.4,   4.1,  20.0,  36.6
2026070510020406,1,07050610,11,      10350,   3.6,  17.7,   5.8,  48.1,  31.4,   4.9,   8.0,  20.5,   4.1,  20.0,  36.8
2026070510020406,1,07050618,11,      10442,   3.6,  17.8,   5.8,  48.5,  31.7,   4.9,   7.9,  20.1,   4.1,  19.7,  36.9
2026070510020406,1,07050626,11,      10512,   3.6,  17.8,   5.7,  48.6,  31.8,   5.0,   7.9,  20.2,   4.1,  19.7,  37.0
2026070510020406,1,07050634,11,      10665,   3.6,  17.7,   5.8,  48.4,  31.6,   5.0,   7.9,  20.3,   4.1,  19.7,  37.0
2026070510020406,1,07050643,11,      10757,   3.6,  17.7,   5.8,  45.5,  28.6,   5.0,   7.9,  19.9,   4.1,  19.8,  37.0
2026070510020406,1,07050651,11,      10953,   3.6,  17.6,   5.8,  45.8,  29.0,   5.1,   8.0,  20.0,   4.1,  20.0,  36.2
2026070510020406,1,07050659,11,      11067,   3.6,  17.2,   5.9,  45.6,  28.8,   5.1,   8.0,  20.1,   4.1,  19.8,  36.4
2026070510020406,1,07050707,11,      11242,   3.5,  17.3,   5.9,  46.1,  28.9,   5.2,   8.0,  19.8,   4.1,  19.7,  36.7
2026070510020406,1,07050716,11,      11511,   3.5,  17.3,   5.9,  46.2,  29.0,   5.3,   7.5,  19.6,   4.1,  20.0,  36.9
2026070510020406,1,07050724,11,      11981,   3.3,  16.9,   6.1,  46.9,  29.2,   5.5,   7.7,  19.3,   4.2,  20.2,  37.4
2026070510020406,1,07050732,11,      12249,   3.3,  17.1,   6.1,  46.4,  29.6,   5.5,   7.5,  19.1,   4.2,  20.5,  37.4
2026070510020406,1,07050740,11,      12522,   3.3,  17.0,   6.0,  43.7,  29.3,   5.6,   7.6,  19.0,   4.2,  20.3,  37.1
2026070510020406,1,07050749,11,      12677,   3.3,  17.1,   6.0,  43.3,  28.8,   5.7,   7.6,  19.0,   4.3,  20.0,  37.0
2026070510020406,1,07050757,11,      13095,   3.3,  17.4,   6.0,  43.6,  29.4,   5.7,   7.6,  19.3,   4.1,  20.2,  36.0
2026070510020406,1,07050805,11,      13349,   3.3,  17.0,   6.1,  43.7,  29.0,   5.8,   7.5,  18.9,   4.1,  20.2,  36.2
2026070510020406,1,07050814,11,      13731,   3.2,  17.0,   6.1,  42.2,  28.2,   5.9,   7.6,  18.8,   4.2,  20.3,  36.9
