ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘,13î‘,14î‘
2026070502010803,1,07041934,14,          1,   0.0,   1.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026070502010803,1,07041942,14,        117,  11.7,  31.2,   0.0,   0.0,  93.6,   0.0,  46.8,   9.3,  15.6,   0.0,   8.5,   6.2,  13.3,   1.7
2026070502010803,1,07041950,14,        344,   1.8,  30.5,  30.5,  91.7,  91.7,  55.0,  45.8,  10.1,  25.0, 137.6,  14.4,  11.0,  13.1,   4.6
2026070502010803,1,07041958,14,        486,   2.4,  27.7,  27.7,  48.6,  43.2,  19.4,  35.3,   9.4,  21.6,  64.8,  13.4,  12.1,   6.0,   6.1
2026070502010803,1,07042007,14,        645,   3.1,  17.2,  36.8,  46.9,  30.3,  22.4,  36.8,   7.8,  25.8,  57.3,  15.1,   6.0,   5.7,   7.8
2026070502010803,1,07042015,14,        733,   3.3,  16.2,  39.0,  48.8,  24.4,  24.4,  39.0,   8.8,  25.4,  48.8,  17.2,   6.5,   4.4,   7.7
2026070502010803,1,07042023,14,        864,   3.3,  16.8,  38.4,  38.4,  25.6,  23.0,  36.3,   9.3,  20.9,  30.0,  17.7,   7.1,   4.7,   7.6
2026070502010803,1,07042031,14,        931,   3.4,  16.1,  35.4,  35.4,  24.8,  23.2,  35.4,   9.1,  20.1,  28.6,  18.1,   7.0,   4.6,   8.0
2026070502010803,1,07042040,14,       1133,   3.7,  13.3,  36.2,  36.2,  21.0,  22.1,  32.3,  10.0,  19.2,  28.3,  18.4,   5.9,   4.5,   9.5
2026070502010803,1,07042048,14,       1239,   3.9,  13.7,  39.6,  36.7,  17.3,  23.0,  31.9,  10.4,  19.4,  27.5,  19.0,   6.2,   4.5,   7.8
2026070502010803,1,07042056,14,       1404,   4.2,  14.4,  41.6,  37.4,  15.1,  24.4,  32.0,  11.2,  18.7,  28.0,  18.4,   6.0,   4.2,   8.2
2026070502010803,1,07042104,14,       1519,   4.3,  14.4,  35.7,  39.2,  11.2,  24.8,  32.8,  11.2,  17.8,  23.3,  18.6,   6.2,   4.4,   8.7
2026070502010803,1,07042113,14,       1740,   4.2,  15.2,  33.9,  40.9,  10.7,  23.2,  28.4,  12.3,  17.8,  22.8,  17.8,   6.5,   4.3,   9.7
2026070502010803,1,07042121,14,       1890,   4.4,  14.4,  35.1,  27.0,  10.9,  24.3,  30.2,  12.8,  18.6,  22.9,  18.9,   6.7,   4.1,   9.3
2026070502010803,1,07042129,14,       2208,   4.3,  11.2,  39.2,  28.0,  12.0,  26.7,  31.5,  13.2,  16.0,  25.2,  21.5,   7.0,   3.8,  10.7
2026070502010803,1,07042137,14,       2315,   4.4,  11.4,  41.1,  28.9,  12.4,  25.7,  31.3,  13.2,  16.2,  25.3,  19.4,   6.9,   3.7,  11.0
2026070502010803,1,07042146,14,       2481,   4.5,  11.6,  41.3,  29.1,  12.8,  25.4,  30.5,  13.5,  15.0,  25.7,  19.0,   6.7,   3.7,  11.5
2026070502010803,1,07042154,14,       2824,   4.3,  12.7,  45.1,  31.8,  14.1,  28.2,  33.7,  14.4,  16.1,  28.9,  20.9,   7.6,   3.0,  12.9
2026070502010803,1,07042202,14,       3035,   4.1,  13.2,  44.9,  31.1,  14.7,  29.2,  33.2,  13.7,  16.1,  29.6,  18.9,   7.7,   3.0,  13.7
2026070502010803,1,07042210,14,       3105,   4.2,  13.0,  45.1,  30.2,  13.8,  28.2,  32.6,  13.7,  16.3,  30.2,  19.2,   7.7,   3.0,  14.0
2026070502010803,1,07042219,14,       3511,   3.3,  13.1,  50.1,  31.2,  15.3,  31.2,  35.1,  15.1,  16.2,  32.2,  19.3,   8.2,   3.3,  15.5
2026070502010803,1,07042227,14,       3585,   3.3,  12.8,  49.4,  31.8,  15.4,  31.5,  33.7,  15.0,  15.8,  32.9,  18.5,   8.2,   3.3,  15.6
