ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘
2026062703020111,1,06261832,9,          4,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   1.0
2026062703020111,1,06261840,9,         31,   0.0,  12.4,  12.4,   1.3,  24.8,   0.0,   8.2,   0.0,   4.9
2026062703020111,1,06261848,9,        136,   9.0,  21.7,  15.5,   1.4,  15.5,  54.4,  12.0,  13.6,  10.8
2026062703020111,1,06261856,9,        243,   5.5,   8.1,  16.2,   2.2,   8.4,  12.9,  12.1,  19.4,   8.4
2026062703020111,1,06261905,9,        440,   9.7,   6.0,  20.7,   3.5,   5.8,  22.0,   6.4,   6.7,   7.6
2026062703020111,1,06261913,9,        506,  10.6,   4.2,  18.4,   3.7,   6.6,  22.4,   7.1,   7.2,   8.2
2026062703020111,1,06261921,9,        610,  11.9,   4.6,  14.7,   4.1,   6.4,  25.6,   6.5,   5.6,   8.4
2026062703020111,1,06261929,9,        663,  12.0,   5.0,  13.6,   4.3,   6.0,  26.5,   6.0,   5.4,   8.9
2026062703020111,1,06261938,9,       1003,  13.8,   5.8,  14.5,   2.3,   7.1,  27.6,   7.5,   7.7,  12.3
2026062703020111,1,06261946,9,       1292,  14.7,   5.2,  12.4,   2.9,   7.8,  25.8,   5.8,   6.1,  13.2
2026062703020111,1,06261954,9,       1438,  13.8,   5.6,  11.3,   3.0,   7.9,  26.1,   5.3,   6.3,  13.6
2026062703020111,1,06262003,9,       1556,  14.8,   4.7,  11.7,   3.2,   7.8,  23.0,   5.4,   6.6,  14.3
2026062703020111,1,06262011,9,       1761,  15.4,   4.5,  10.7,   3.3,   6.6,  24.2,   5.7,   7.0,  14.8
2026062703020111,1,06262019,9,       2053,  18.0,   5.1,  11.9,   3.6,   5.1,  27.8,   6.0,   5.5,  15.6
2026062703020111,1,06262027,9,       2382,  16.1,   5.8,  12.0,   3.6,   5.1,  25.4,   6.7,   5.2,  11.2
2026062703020111,1,06262036,9,       2451,  16.2,   5.9,  11.5,   3.6,   5.2,  25.1,   6.6,   5.2,  11.2
